upstreamdiscount_L
[0. 0. 0. 0. 0.]
[7. 9. 2. 5. 8.]
[10. 16. 13. 17. 19.]
[11. 15. 10. 17. 11.]
[ 7. 17. 18.  7.  4.]
[18. 16.  4.  1. 13.]
[19. 10. 16.  2.  4.]
[0. 0. 0. 0. 0.]
[11.  6.  3.  3. 17.]
[17.  2.  9.  4.  2.]
[0. 0. 0. 0. 0.]
[ 3. 11.  9.  4.  5.]
[0. 0. 0. 0. 0.]
[10. 10.  4.  4.  4.]
[12.  5. 18. 12. 14.]
[ 4. 13.  6.  9.  2.]
[ 9. 14. 12.  2.  2.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[11.  7. 12. 16.  5.]
[17. 12.  4.  9.  4.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[ 5. 11. 18. 11. 11.]
[0. 0. 0. 0. 0.]
[16. 17.  7.  7.  2.]
[12. 10. 14. 17.  2.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[11. 13. 16. 16. 16.]
