upstreamdiscount_L
52.35533595085144
56.00540208816528
57.16636610031128
85.62102818489075
57.41022181510925
66.37857913970947
58.11044764518738
53.259790897369385
81.96860885620117
72.7719099521637
52.4807493686676
52.39446806907654
52.272566080093384
72.62931227684021
71.8717269897461
101.91287565231323
57.91727113723755
53.90363264083862
52.73662853240967
67.11996650695801
58.73467707633972
52.217692852020264
49.8569700717926
55.24324989318848
50.448349714279175
61.22075653076172
63.028059244155884
50.436437129974365
48.74549126625061
52.95063781738281
