upstreamdiscount_L
[0. 0. 0. 0. 0.]
[ 9. 10.  5. 15. 12.]
[ 6.  7. 15. 12.  2.]
[10. 16. 10. 17.  7.]
[ 6. 13.  5. 16.  5.]
[ 2.  0. 14.  8. 14.]
[11.  6.  2.  6.  9.]
[0. 0. 0. 0. 0.]
[ 9.  7. 15. 19.  8.]
[16. 12. 17. 17. 15.]
[0. 0. 0. 0. 0.]
[17.  5. 17. 10.  5.]
[0. 0. 0. 0. 0.]
[ 8. 19.  3.  2.  2.]
[ 8. 13. 18. 10.  1.]
[0. 0. 0. 0. 0.]
[ 6. 12.  6.  5.  2.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[ 7.  5. 17. 20.  5.]
[3. 9. 5. 3. 7.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[ 9. 19. 12.  7.  4.]
[0. 0. 0. 0. 0.]
[ 4.  5. 14. 18.  4.]
[12.  8. 11. 16. 12.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[10.  4. 16.  6.  2.]
