upstreamdiscount_L
[6 0 9 0 0]
[9. 4. 4. 4. 0.]
[10.  8. 19. 17.  0.]
[ 0.  0.  4. 19.  0.]
[ 6  0 19  0  0]
[19.  0.  0.  0.  0.]
[0. 4. 0. 4. 0.]
[ 0 15 13  0  1]
[19. 19.  0.  0.  7.]
[18.  5.  0.  1.  0.]
[6. 0. 0. 0. 3.]
[6. 6. 0. 6. 0.]
[6. 0. 0. 0. 0.]
[4. 4. 0. 3. 0.]
[ 7.  5.  0. 19.  0.]
[ 1 18  1 18  1]
[6. 5. 0. 0. 0.]
[ 2  0 10  4  0]
[7. 0. 0. 0. 0.]
[6. 0. 0. 0. 0.]
[19.  4.  0.  0.  0.]
[ 8 19 19  0  1]
[0 3 0 3 0]
[ 6.  0. 19. 19.  0.]
[0. 3. 0. 3. 0.]
[ 7 18 13  0  0]
[ 5. 12.  5.  0.  0.]
[ 7.  0. 19.  0.  0.]
[ 2.  0. 18.  9.  0.]
[6. 0. 0. 6. 0.]
