upstreamdiscount_H
[ 9  0 15  0  0]
[ 0. 19. 14.  1.  0.]
[ 7 16 19 19  0]
[ 0.  0.  4. 19.  0.]
[ 6.  0. 19.  0.  0.]
[19.  0.  0.  0.  0.]
[0. 4. 0. 4. 0.]
[ 0 12 10  0  0]
[19. 19.  0.  0.  7.]
[18.  5.  0.  1.  0.]
[6. 0. 0. 0. 3.]
[6. 6. 0. 6. 0.]
[7. 0. 0. 0. 0.]
[ 0. 14.  0.  1.  0.]
[ 7.  5.  0. 19.  0.]
[ 0. 19. 19. 18.  0.]
[6. 5. 0. 0. 0.]
[2. 0. 4. 2. 0.]
[7. 0. 0. 0. 0.]
[6. 0. 0. 0. 0.]
[19.  4.  0.  0.  0.]
[ 7 19 19  0  0]
[0. 3. 0. 2. 0.]
[ 5.  0. 19. 19.  0.]
[0. 3. 0. 3. 0.]
[11  8 13  0  0]
[ 5. 12.  5.  0.  0.]
[ 7.  0. 19.  0.  0.]
[ 2.  0. 19.  8.  0.]
[6. 0. 0. 6. 0.]
