,final objective value,first objective value,final shared job order,final schedule,time,,gurobi,Gap
0,521.717834,720.8186294,"[8, 9, 1, 2, 10, 5, 3, 4, 7, 6]","[[8, 2, 3, 6, 'M'], [9, 1, 10, 5, 4, 7, 'M'], [8, 1, 10, 4, 'M'], [9, 2, 5, 3, 7, 6, 'M']]",75.02686453,,217.43,0.583242155
1,482.5001852,614.4323905,"[6, 4, 7, 8, 1, 5, 2, 3, 10, 9]","[[6, 8, 2, 3, 9, 'M'], [4, 7, 1, 5, 10, 'M'], [6, 8, 1, 5, 10, 9, 'M'], [4, 7, 2, 3, 'M']]",66.67990756,,187,0.612435382
2,490.1139965,783.1652167,"[4, 6, 8, 9, 1, 7, 5, 2, 3, 10]","[[4, 8, 7, 5, 2, 3, 10, 'M'], [6, 9, 1, 'M'], [6, 9, 7, 5, 'M'], [4, 8, 1, 2, 3, 10, 'M']]",66.07497764,,319.22,0.348682139
3,443.1985219,545.0911278,"[3, 8, 2, 5, 1, 4, 6, 7, 9, 10]","[[2, 5, 4, 'M'], [3, 8, 1, 6, 7, 9, 10, 'M'], [3, 8, 4, 'M', 10], ['M', 2, 5, 1, 6, 7, 9]]",73.63888955,,279.91,0.368432009
4,450.3371627,605.4428404,"[1, 6, 10, 2, 8, 4, 3, 9, 5, 7]","[[10, 2, 8, 4, 9, 5, 'M'], [1, 6, 3, 7, 'M'], ['M', 6, 8, 4, 9, 5, 7], ['M', 1, 10, 2, 3]]",69.31144547,,258.71,0.425519319
5,374.8971155,538.5947613,"[5, 10, 4, 3, 1, 2, 8, 9, 7, 6]","[[5, 8, 7, 6, 'M'], [10, 4, 3, 1, 2, 9, 'M'], ['M', 3, 8, 7, 6], ['M', 5, 10, 4, 1, 2, 9]]",75.05176044,,212.39,0.433471235
6,532.373803,678.2209941,"[4, 10, 9, 6, 8, 7, 5, 1, 3, 2]","[[4, 9, 'M', 7, 5, 2], [10, 6, 8, 1, 3, 'M'], ['M', 10, 6, 8, 1, 3], [4, 9, 'M', 7, 5, 2]]",68.51696539,,329.78,0.380548032
7,445.8525543,555.1315317,"[10, 6, 2, 8, 7, 9, 5, 4, 1, 3]","[[2, 7, 9, 5, 3, 'M'], [10, 6, 8, 4, 1, 'M'], [2, 7, 9, 5, 'M'], ['M', 10, 6, 8, 4, 1, 3]]",67.38380432,,244.25,0.452173151
8,393.9024516,564.1361763,"[5, 4, 2, 9, 8, 3, 10, 1, 6, 7]","[[4, 2, 8, 6, 7, 'M'], [5, 9, 3, 10, 1, 'M'], ['M', 5, 9, 3, 1, 6, 7], [4, 'M', 2, 8, 10]]",61.88832664,,177.99,0.548136857
9,493.8179546,646.6961841,"[9, 1, 6, 4, 3, 7, 5, 2, 10, 8]","[[1, 4, 3, 7, 5, 'M'], [9, 6, 2, 10, 'M', 8], [1, 4, 3, 7, 5, 8, 'M'], [9, 6, 2, 10, 'M']]",59.82752609,,275.78,0.441535089
10,506.1258134,561.847686,"[1, 9, 6, 3, 5, 4, 8, 7, 10, 2]","[[9, 6, 5, 'M'], [1, 3, 4, 8, 7, 10, 2, 'M'], [1, 3, 4, 8, 7, 'M'], [9, 6, 5, 10, 2, 'M']]",104.4174619,,305.77,0.395861677
11,414.7709968,592.423212,"[7, 1, 8, 3, 10, 9, 4, 6, 2, 5]","[[7, 8, 10, 4, 2, 'M'], [1, 3, 9, 6, 'M', 5], [7, 8, 9, 6, 'M'], [1, 3, 10, 4, 2, 5, 'M']]",88.24900746,,165.32,0.601418611
12,417.2389439,537.6743312,"[3, 1, 5, 7, 4, 8, 9, 6, 2, 10]","[[3, 'M', 1, 5, 4, 9, 6, 2], [7, 8, 10, 'M'], [1, 7, 9, 2, 'M'], [3, 'M', 5, 4, 8, 6, 10]]",87.58262205,,231.47,0.445233952
