,final objective value,first objective value,final shared job order,final schedule,time,,gurobi,Gap
0,493.6085834,765.8265682,"[8, 9, 1, 2, 10, 5, 3, 4, 7, 6]","[[8, 2, 10, 4, 6, 'M'], [9, 1, 5, 3, 7, 'M'], [8, 'M', 1, 10, 4, 6], [9, 2, 5, 3, 7, 'M']]",39.22289801,,217.43,0.559509281
1,544.5633678,635.6909974,"[6, 4, 7, 8, 1, 5, 2, 3, 10, 9]","[[6, 8, 5, 2, 10, 'M'], [4, 7, 1, 3, 9, 'M'], [4, 7, 8, 5, 3, 10, 9, 'M'], [6, 1, 'M', 2]]",35.75409174,,187,0.65660562
2,516.190975,748.970989,"[4, 6, 8, 9, 1, 7, 5, 2, 3, 10]","[[4, 1, 'M', 7, 5, 10], [6, 8, 9, 2, 3, 'M'], [6, 8, 9, 7, 2, 3, 'M'], [4, 1, 'M', 5, 10]]",59.76759982,,319.22,0.381585468
3,543.5505388,738.5010786,"[3, 8, 2, 5, 1, 4, 6, 7, 9, 10]","[[8, 2, 5, 4, 6, 'M'], [3, 1, 7, 'M', 9, 10], [3, 'M', 7], ['M', 8, 2, 5, 1, 4, 6, 9, 10]]",61.036443,,279.91,0.485034086
4,470.0168585,659.3887009,"[1, 6, 10, 2, 8, 4, 3, 9, 5, 7]","[[1, 10, 4, 9, 7, 'M'], [6, 2, 8, 3, 5, 'M'], [6, 2, 'M', 3, 5, 7], [1, 10, 'M', 8, 4, 9]]",47.37882805,,258.71,0.449572935
5,423.8277995,636.3660699,"[5, 10, 4, 3, 1, 2, 8, 9, 7, 6]","[[10, 1, 8, 9, 7, 6, 'M'], [5, 4, 3, 2, 'M'], [5, 10, 8, 7, 'M'], ['M', 4, 3, 1, 2, 9, 6]]",75.39007139,,212.39,0.498876666
6,562.8371747,648.2871444,"[4, 10, 9, 6, 8, 7, 5, 1, 3, 2]","[[10, 6, 8, 1, 2, 'M'], [4, 'M', 9, 7, 5, 3], ['M', 10, 6, 7, 5, 2], [4, 9, 8, 1, 3, 'M']]",73.60264874,,329.78,0.41407566
7,514.7303243,695.9513262,"[10, 6, 2, 8, 7, 9, 5, 4, 1, 3]","[[10, 2, 'M', 7, 5, 1], [6, 8, 9, 4, 3, 'M'], [2, 8, 9, 1, 'M'], [10, 6, 7, 5, 4, 3, 'M']]",69.10062933,,244.25,0.525479676
8,406.3007219,591.4394609,"[5, 4, 2, 9, 8, 3, 10, 1, 6, 7]","[[5, 4, 8, 3, 6, 'M'], [2, 9, 10, 1, 7, 'M'], [5, 4, 9, 10, 1, 6, 7, 'M'], [2, 'M', 8, 3]]",64.87923765,,177.99,0.561925464
9,460.3658838,616.4900471,"[9, 1, 6, 4, 3, 7, 5, 2, 10, 8]","[[1, 3, 7, 5, 'M'], [9, 6, 4, 2, 10, 8, 'M'], [6, 3, 7, 5, 'M'], ['M', 9, 1, 4, 2, 10, 8]]",40.68387341,,275.78,0.400954741
10,569.4119609,715.9246799,"[1, 9, 6, 3, 5, 4, 8, 7, 10, 2]","[[9, 6, 3, 8, 7, 'M'], [1, 5, 4, 10, 2, 'M'], [1, 'M', 5, 4, 8, 7], [9, 6, 3, 10, 2, 'M']]",54.2280395,,305.77,0.463007416
11,413.7990121,628.5019021,"[7, 1, 8, 3, 10, 9, 4, 6, 2, 5]","[[7, 8, 9, 4, 2, 'M'], [1, 3, 10, 6, 5, 'M'], [7, 8, 3, 9, 4, 'M'], [1, 'M', 10, 6, 2, 5]]",43.4372263,,165.32,0.600482372
12,420.165291,697.216147,"[3, 1, 5, 7, 4, 8, 9, 6, 2, 10]","[[3, 1, 'M', 5, 7, 9, 6, 10], [4, 8, 2, 'M'], [1, 4, 'M', 9, 6, 2], [3, 5, 7, 8, 'M', 10]]",54.34719276,,231.47,0.44909776
13,467.0156562,605.0510092,"[9, 2, 4, 6, 1, 7, 10, 5, 8, 3]","[[2, 1, 10, 'M'], [9, 4, 6, 7, 5, 8, 3, 'M'], ['M', 4, 6, 1, 8, 3], [9, 2, 'M', 7, 10, 5]]",40.35084748,,280.26,0.399891639
14,455.1785939,588.1372898,"[9, 1, 4, 2, 10, 8, 7, 6, 3, 5]","[[9, 4, 8, 3, 5, 'M'], [1, 2, 10, 7, 6, 'M'], ['M', 9, 2, 7, 6, 3], [1, 'M', 4, 10, 8, 5]]",46.68836737,,200.03,0.560546118
15,534.2128597,754.4505279,"[8, 10, 3, 6, 7, 5, 1, 9, 4, 2]","[[8, 3, 7, 5, 9, 2, 'M'], [10, 6, 1, 4, 'M'], [8, 3, 6, 1, 9, 2, 'M'], [10, 'M', 7, 5, 4]]",48.13303375,,239.57,0.551545801
16,463.8518916,579.2211851,"[3, 6, 10, 1, 7, 9, 8, 5, 4, 2]","[[1, 9, 4, 'M'], [3, 6, 10, 7, 8, 5, 'M', 2], ['M', 6, 1, 7, 8, 5, 2], [3, 10, 9, 4, 'M']]",71.14653873,,239.58,0.483498926
17,459.555458,494.8364651,"[8, 9, 7, 4, 1, 3, 2, 5, 10, 6]","[[8, 7, 4, 'M', 3, 5, 10, 6], [9, 1, 2, 'M'], ['M', 9, 1, 2, 5, 10, 6], [8, 7, 4, 3, 'M']]",48.26487136,,245,0.466876096
18,534.6623348,734.2612572,"[8, 1, 4, 10, 6, 7, 9, 2, 5, 3]","[[1, 4, 10, 9, 2, 'M'], [8, 6, 7, 5, 3, 'M'], ['M', 1, 10, 6, 2, 5, 3], [8, 4, 7, 9, 'M']]",48.35739398,,305.07,0.429415577
19,432.3588278,574.1070797,"[5, 4, 10, 3, 9, 7, 2, 1, 8, 6]","[[5, 3, 9, 7, 2, 'M'], [4, 10, 'M', 1, 8, 6], [10, 'M', 1, 8, 6], ['M', 5, 4, 3, 9, 7, 2]]",48.85983181,,147.71,0.658362475
20,441.8695469,543.8000734,"[2, 7, 4, 5, 9, 6, 3, 10, 1, 8]","[[2, 5, 9, 10, 1, 'M'], [7, 4, 'M', 6, 3, 8], [2, 9, 10, 1, 'M'], [7, 4, 5, 6, 3, 8, 'M']]",46.38165998,,226.34,0.48776737
21,562.6097971,783.3805698,"[6, 7, 3, 2, 8, 4, 5, 9, 1, 10]","[[6, 7, 3, 5, 1, 'M'], [2, 8, 4, 9, 'M', 10], ['M', 2, 8, 4, 5, 1, 10], [6, 7, 3, 9, 'M']]",48.3929522,,322.75,0.426334199
22,433.3778966,550.4628473,"[6, 9, 8, 2, 3, 7, 1, 5, 4, 10]","[[6, 8, 2, 7, 5, 4, 10, 'M'], [9, 3, 1, 'M'], [9, 2, 7, 1, 4, 10, 'M'], [6, 8, 3, 5, 'M']]",49.92900276,,207.31,0.521641501
23,445.3728989,627.8742964,"[1, 9, 6, 8, 3, 7, 2, 4, 5, 10]","[[8, 7, 2, 4, 5, 'M'], [1, 9, 6, 3, 10, 'M'], [1, 'M', 6, 8, 3, 4], ['M', 9, 7, 2, 5, 10]]",48.63589787,,277.4,0.377151145
24,484.8032794,656.3221926,"[8, 1, 5, 2, 4, 10, 6, 9, 7, 3]","[[5, 2, 6, 9, 3, 'M'], [8, 1, 4, 10, 7, 'M'], ['M', 8, 2, 10, 6, 7], [1, 5, 4, 9, 3, 'M']]",47.82532454,,220.04,0.546125182
25,471.3310809,610.5524024,"[1, 2, 5, 3, 9, 8, 6, 10, 4, 7]","[[2, 9, 8, 10, 'M'], [1, 5, 3, 6, 4, 7, 'M'], ['M', 1, 2, 5, 3, 8, 6, 10, 4], [9, 'M', 7]]",48.7882688,,250.39,0.468759838
26,544.2524001,629.8159222,"[2, 5, 4, 3, 1, 9, 10, 6, 7, 8]","[[5, 1, 'M', 10, 7, 8], [2, 4, 3, 9, 6, 'M'], [2, 1, 9, 6, 8, 'M'], ['M', 5, 4, 3, 10, 7]]",47.46177173,,313.81,0.423410903
27,510.0729314,658.2267596,"[7, 4, 6, 1, 9, 10, 3, 5, 8, 2]","[[4, 6, 9, 'M', 8, 2], [7, 1, 10, 3, 5, 'M'], [4, 'M', 6, 9, 3, 5, 8], [7, 1, 10, 'M', 2]]",57.44707727,,203.22,0.601586386
28,577.7048126,674.3042457,"[1, 8, 7, 3, 2, 6, 10, 4, 9, 5]","[[1, 7, 3, 10, 9, 'M'], [8, 2, 6, 4, 5, 'M'], [8, 3, 6, 10, 4, 'M'], [1, 7, 2, 'M', 9, 5]]",46.3656044,,244.97,0.575959911
29,546.6083819,674.9687277,"[6, 8, 9, 7, 4, 3, 1, 10, 2, 5]","[['M', 9, 4, 3, 2, 5], [6, 8, 7, 1, 10, 'M'], ['M', 6, 8, 9, 1, 10], ['M', 7, 4, 3, 2, 5]]",56.1487267,,220.21,0.597133876
30,642.1648927,814.1323731,"[8, 3, 7, 10, 5, 1, 6, 4, 2, 9]","[[3, 7, 10, 6, 4, 2, 'M'], [8, 5, 1, 'M', 9], [8, 5, 1, 2, 9, 'M'], ['M', 3, 7, 10, 6, 4]]",61.21778893,,227.26,0.646103357
31,531.0270204,612.4991127,"[6, 7, 4, 5, 2, 3, 1, 8, 9, 10]","[[6, 7, 2, 1, 'M'], [4, 5, 3, 'M', 8, 9, 10], [4, 5, 2, 3, 9, 10, 'M'], [6, 7, 1, 8, 'M']]",55.7895453,,269.21,0.49303898
32,522.3591218,660.4989797,"[3, 8, 4, 9, 10, 2, 6, 7, 5, 1]","[[8, 4, 10, 5, 'M'], [3, 9, 2, 6, 7, 1, 'M'], ['M', 8, 4, 2, 5, 1], [3, 'M', 9, 10, 6, 7]]",54.37733626,,232.8,0.554329598
33,491.7042376,551.4364057,"[8, 9, 4, 7, 5, 1, 6, 2, 3, 10]","[[9, 5, 6, 3, 'M'], [8, 4, 7, 1, 2, 10, 'M'], [8, 4, 7, 1, 2, 10, 'M'], ['M', 9, 5, 6, 3]]",51.73217463,,258.3,0.47468421
