,final objective value,first objective value,final shared job order,final schedule,time,,gurobi,Gap
0,518.7829641,795.1315134,"[8, 9, 1, 2, 10, 5, 3, 4, 7, 6]","[[8, 5, 3, 4, 6, 'M'], [9, 1, 2, 10, 7, 'M'], ['M', 9, 1, 2, 10, 4, 6], [8, 5, 3, 7, 'M']]",79.38845968,,217.43,0.580884464
1,533.1261536,632.5848431,"[6, 4, 7, 8, 1, 5, 2, 3, 10, 9]","[[6, 8, 2, 3, 10, 9, 'M'], [4, 7, 1, 5, 'M'], [6, 8, 1, 5, 3, 10, 9, 'M'], [4, 7, 2, 'M']]",44.44050956,,187,0.649238743
2,523.5680547,799.2781999,"[4, 6, 8, 9, 1, 7, 5, 2, 3, 10]","[[4, 8, 1, 5, 2, 10, 'M'], [6, 9, 7, 3, 'M'], [6, 9, 'M', 5, 2, 10], [4, 8, 1, 7, 3, 'M']]",45.65052176,,319.22,0.390298936
3,497.7349694,756.9820368,"[3, 8, 2, 5, 1, 4, 6, 7, 9, 10]","[[8, 2, 1, 7, 'M'], [3, 5, 4, 6, 9, 10, 'M'], [3, 5, 4, 6, 'M'], ['M', 8, 2, 1, 7, 9, 10]]",36.41157937,,279.91,0.43763244
4,436.0718345,588.60215,"[1, 6, 10, 2, 8, 4, 3, 9, 5, 7]","[[1, 10, 8, 4, 3, 'M'], [6, 2, 9, 5, 7, 'M'], [6, 2, 9, 5, 'M'], [1, 10, 8, 4, 'M', 3, 7]]",36.02888989,,258.71,0.406726187
5,423.5876766,567.9778892,"[5, 10, 4, 3, 1, 2, 8, 9, 7, 6]","[[5, 3, 8, 6, 'M'], [10, 4, 1, 2, 9, 7, 'M'], [5, 10, 3, 8, 9, 7, 'M'], ['M', 4, 1, 2, 6]]",36.27839088,,212.39,0.49859259
6,591.5984885,731.5730282,"[4, 10, 9, 6, 8, 7, 5, 1, 3, 2]","[[4, 9, 5, 1, 'M'], [10, 6, 'M', 8, 7, 3, 2], [4, 6, 7, 1, 'M'], [10, 9, 8, 5, 3, 2, 'M']]",36.79720855,,329.78,0.442561118
7,455.6719664,602.6088436,"[10, 6, 2, 8, 7, 9, 5, 4, 1, 3]","[[10, 2, 8, 9, 5, 1, 'M'], [6, 7, 4, 3, 'M'], [2, 8, 7, 5, 4, 'M'], [10, 6, 9, 'M', 1, 3]]",35.81681275,,244.25,0.463978436
8,417.8756901,550.6244612,"[5, 4, 2, 9, 8, 3, 10, 1, 6, 7]","[[4, 8, 3, 7, 'M'], [5, 2, 9, 10, 1, 6, 'M'], [5, 'M', 9, 3, 7], ['M', 4, 2, 8, 10, 1, 6]]",36.99095249,,177.99,0.574059932
9,445.3934628,554.9098411,"[9, 1, 6, 4, 3, 7, 5, 2, 10, 8]","[[1, 3, 7, 2, 'M'], [9, 6, 4, 5, 10, 8, 'M'], [1, 3, 7, 5, 'M'], ['M', 9, 6, 4, 2, 10, 8]]",37.65703869,,275.78,0.380817136
10,623.6490321,712.4182706,"[1, 9, 6, 3, 5, 4, 8, 7, 10, 2]","[[9, 6, 5, 4, 7, 10, 'M'], [1, 3, 'M', 8, 2], [1, 6, 5, 8, 2, 'M'], ['M', 9, 3, 4, 7, 10]]",36.97268677,,305.77,0.50970821
11,444.2939141,558.1251464,"[7, 1, 8, 3, 10, 9, 4, 6, 2, 5]","[[8, 3, 10, 4, 'M', 2], [7, 1, 9, 6, 5, 'M'], [8, 'M', 3, 9, 6, 5], [7, 1, 10, 4, 2, 'M']]",36.4633913,,165.32,0.627903974
12,365.2368674,624.8459371,"[3, 1, 5, 7, 4, 8, 9, 6, 2, 10]","[[3, 1, 7, 9, 6, 2, 'M'], [5, 4, 8, 10, 'M'], [1, 4, 9, 6, 2, 'M'], [3, 'M', 5, 7, 8, 10]]",36.29663777,,231.47,0.366246892
13,462.9795156,620.4541704,"[9, 2, 4, 6, 1, 7, 10, 5, 8, 3]","[[4, 1, 10, 'M'], [9, 2, 6, 7, 5, 8, 3, 'M'], [9, 'M', 4, 1, 5], [2, 6, 7, 10, 8, 'M', 3]]",36.50030565,,280.26,0.394660043
14,448.114999,618.914605,"[9, 1, 4, 2, 10, 8, 7, 6, 3, 5]","[[9, 2, 8, 6, 'M'], [1, 4, 10, 7, 3, 5, 'M'], [9, 2, 8, 7, 'M', 3, 5], ['M', 1, 4, 10, 6]]",37.6310339,,200.03,0.553619048
15,533.6476784,631.4498115,"[8, 10, 3, 6, 7, 5, 1, 9, 4, 2]","[[8, 3, 7, 5, 2, 'M'], [10, 6, 1, 9, 4, 'M'], [8, 3, 6, 9, 4, 'M'], ['M', 10, 7, 5, 1, 2]]",36.27543616,,239.57,0.551070847
16,458.646906,621.4679603,"[3, 6, 10, 1, 7, 9, 8, 5, 4, 2]","[[3, 9, 8, 4, 'M'], [6, 10, 1, 7, 5, 2, 'M'], ['M', 3, 9, 8, 5, 2], [6, 10, 1, 7, 4, 'M']]",36.8972888,,239.58,0.477637379
17,485.9557617,623.5351551,"[8, 9, 7, 4, 1, 3, 2, 5, 10, 6]","[[8, 'M', 9, 4, 3, 2, 5, 6], [7, 1, 10, 'M'], [9, 1, 3, 5, 6, 'M'], [8, 7, 4, 2, 10, 'M']]",37.88087749,,245,0.495838882
18,571.4560931,638.1283223,"[8, 1, 4, 10, 6, 7, 9, 2, 5, 3]","[[1, 4, 10, 9, 2, 3, 'M'], [8, 6, 7, 5, 'M'], ['M', 1, 6, 5, 3], [8, 4, 10, 7, 9, 'M', 2]]",37.18066883,,305.07,0.466153212
19,485.0223405,585.8839918,"[5, 4, 10, 3, 9, 7, 2, 1, 8, 6]","[[5, 10, 9, 1, 8, 'M'], [4, 3, 7, 2, 6, 'M'], [5, 10, 9, 7, 6, 'M'], ['M', 4, 3, 2, 1, 8]]",36.38062572,,147.71,0.695457327
20,443.395183,531.0882244,"[2, 7, 4, 5, 9, 6, 3, 10, 1, 8]","[[7, 5, 3, 10, 'M'], [2, 4, 9, 6, 1, 8, 'M'], [2, 9, 3, 1, 8, 'M'], [7, 4, 5, 6, 10, 'M']]",35.20562625,,226.34,0.489529863
