,final objective value,first objective value,final shared job order,final schedule,time,,gurobi,Gap
0,465.2127237,578.7707959,"[8, 9, 1, 2, 10, 5, 3, 4, 7, 6]","[[8, 2, 4, 7, 6, 'M'], [9, 1, 10, 5, 3, 'M'], ['M', 8, 1, 10, 4, 7, 6], [9, 2, 5, 3, 'M']]",216.1,,217.43,0.532622414
1,467.4038629,637.9294503,"[6, 4, 7, 8, 1, 5, 2, 3, 10, 9]","[[6, 8, 1, 3, 9, 'M'], [4, 7, 5, 2, 10, 'M'], [4, 7, 5, 'M', 2, 9], [6, 8, 1, 3, 10, 'M']]",217.5,,187,0.599917727
2,453.0538333,510.1155336,"[4, 6, 8, 9, 1, 7, 5, 2, 3, 10]","[[4, 8, 7, 5, 2, 3, 'M'], [6, 9, 1, 10, 'M'], [6, 9, 7, 2, 10, 'M'], [4, 8, 1, 5, 3, 'M']]",211.6,,319.22,0.295403821
3,409.3774281,621.2896015,"[3, 8, 2, 5, 1, 4, 6, 7, 9, 10]","[[2, 5, 4, 7, 9, 'M'], [3, 8, 1, 'M', 6, 10], [3, 8, 7, 9, 'M'], ['M', 2, 5, 1, 4, 6, 10]]",220.3,,279.91,0.316254437
4,411.6958072,593.8541779,"[1, 6, 10, 2, 8, 4, 3, 9, 5, 7]","[[10, 8, 3, 9, 7, 'M'], [1, 6, 2, 4, 5, 'M'], ['M', 6, 2, 4, 7], [1, 10, 8, 'M', 3, 9, 5]]",219.6,,258.71,0.371599138
5,329.0110125,519.2819728,"[5, 10, 4, 3, 1, 2, 8, 9, 7, 6]","[[5, 8, 9, 7, 6, 'M'], [10, 4, 3, 1, 2, 'M'], ['M', 8, 9, 7, 6], ['M', 5, 10, 4, 3, 1, 2]]",218.4,,212.39,0.354459298
6,503.4852636,653.6594818,"[4, 10, 9, 6, 8, 7, 5, 1, 3, 2]","[[4, 9, 1, 3, 'M'], [10, 6, 8, 7, 5, 2, 'M'], [10, 6, 8, 7, 3, 'M'], ['M', 4, 9, 5, 1, 2]]",214.7,,329.78,0.345005656
7,352.4310792,580.4016374,"[10, 6, 2, 8, 7, 9, 5, 4, 1, 3]","[[2, 8, 7, 9, 5, 3, 'M'], [10, 6, 4, 1, 'M'], [2, 8, 7, 5, 3, 'M'], ['M', 10, 6, 9, 4, 1]]",256.0,,244.25,0.306956695
8,356.0252422,497.3535649,"[5, 4, 2, 9, 8, 3, 10, 1, 6, 7]","[[4, 2, 8, 3, 6, 'M'], [5, 9, 10, 1, 7, 'M'], ['M', 4, 9, 10, 1, 7], [5, 2, 'M', 8, 3, 6]]",250.2,,177.99,0.500063538
9,401.2278473,562.9826635,"[9, 1, 6, 4, 3, 7, 5, 2, 10, 8]","[[1, 7, 2, 10, 8, 'M'], [9, 6, 4, 3, 5, 'M'], [6, 4, 3, 5, 'M'], ['M', 9, 1, 7, 2, 10, 8]]",268.6,,275.78,0.312659872
10,458.5903476,616.7307214,"[1, 9, 6, 3, 5, 4, 8, 7, 10, 2]","[[9, 6, 4, 8, 10, 'M'], [1, 3, 5, 7, 2, 'M'], ['M', 1, 3, 4, 8, 10], ['M', 9, 6, 5, 7, 2]]",227.6,,305.77,0.333239346
11,388.1445681,528.2289974,"[7, 1, 8, 3, 10, 9, 4, 6, 2, 5]","[[7, 8, 10, 4, 2, 'M'], [1, 3, 9, 6, 'M', 5], ['M', 7, 8, 3, 9, 4, 5], [1, 'M', 10, 6, 2]]",223.6,,165.32,0.574076224
12,347.9617978,515.5337075,"[3, 1, 5, 7, 4, 8, 9, 6, 2, 10]","[[3, 1, 4, 9, 6, 2, 10, 'M'], [5, 7, 8, 'M'], [1, 4, 9, 6, 2, 'M'], [3, 5, 'M', 7, 8, 10]]",215.8,,231.47,0.334783297
13,445.4014983,586.11999,"[9, 2, 4, 6, 1, 7, 10, 5, 8, 3]","[[4, 7, 10, 3, 'M'], [9, 2, 6, 1, 5, 8, 'M'], [9, 'M', 4, 1, 5], ['M', 2, 6, 7, 10, 8, 3]]",218.5,,280.26,0.370769966
