,final objective value,first objective value,final shared job order,final schedule,time,,gurobi,Gap
0,507.4668808,682.7694992,"[8, 9, 1, 2, 10, 5, 3, 4, 7, 6]","[[8, 9, 2, 10, 6, 'M'], [1, 5, 3, 4, 7, 'M'], ['M', 1, 5, 3, 4, 6], [8, 9, 2, 10, 7, 'M']]",56.09046745,,217.43,0.571538541
1,506.6989701,688.6237429,"[6, 4, 7, 8, 1, 5, 2, 3, 10, 9]","[[6, 8, 5, 3, 'M', 9], [4, 7, 1, 2, 10, 'M'], ['M', 6, 8, 5, 2, 10, 9], [4, 7, 1, 3, 'M']]",56.66930175,,187,0.630944582
2,541.2216477,658.1688302,"[4, 6, 8, 9, 1, 7, 5, 2, 3, 10]","[[4, 9, 5, 2, 10, 'M'], [6, 8, 1, 7, 3, 'M'], [6, 8, 9, 7, 5, 'M'], [4, 'M', 1, 2, 3, 10]]",55.74863815,,319.22,0.410186194
3,475.9100983,652.6907646,"[3, 8, 2, 5, 1, 4, 6, 7, 9, 10]","[[8, 2, 5, 4, 'M'], [3, 1, 'M', 6, 7, 9, 10], [3, 1, 4, 7, 10, 'M'], ['M', 8, 2, 5, 6, 9]]",57.01240349,,279.91,0.411842697
4,488.2805672,632.81461,"[1, 6, 10, 2, 8, 4, 3, 9, 5, 7]","[[2, 3, 9, 7, 'M'], [1, 6, 10, 8, 4, 5, 'M'], ['M', 2, 3, 9, 5, 7], [1, 6, 10, 8, 4, 'M']]",56.25411415,,258.71,0.470161179
5,385.151982,558.1858356,"[5, 10, 4, 3, 1, 2, 8, 9, 7, 6]","[[5, 3, 8, 9, 6, 'M'], [10, 4, 1, 2, 7, 'M'], ['M', 3, 8, 9, 7], [5, 10, 4, 1, 2, 6, 'M']]",54.67319751,,212.39,0.44855535
6,491.2221998,664.2519955,"[4, 10, 9, 6, 8, 7, 5, 1, 3, 2]","[[4, 6, 8, 1, 3, 'M'], [10, 9, 'M', 7, 5, 2], ['M', 10, 6, 8, 7, 3], [4, 9, 'M', 5, 1, 2]]",58.60135865,,329.78,0.32865412
7,362.6940086,616.7406995,"[10, 6, 2, 8, 7, 9, 5, 4, 1, 3]","[[2, 8, 7, 9, 5, 4, 'M'], [10, 6, 1, 3, 'M'], [2, 8, 7, 5, 1, 'M'], ['M', 10, 6, 9, 4, 3]]",54.43567419,,244.25,0.326567315
8,416.0779413,498.9655843,"[5, 4, 2, 9, 8, 3, 10, 1, 6, 7]","[[4, 8, 3, 1, 6, 'M'], [5, 2, 9, 10, 7, 'M'], [4, 2, 9, 3, 1, 6, 7, 'M'], [5, 8, 'M', 10]]",54.80031419,,177.99,0.572219572
9,394.7850038,664.7230241,"[9, 1, 6, 4, 3, 7, 5, 2, 10, 8]","[[1, 7, 2, 10, 'M'], [9, 6, 4, 3, 5, 8, 'M'], [6, 4, 3, 5, 'M'], ['M', 9, 1, 7, 2, 10, 8]]",55.72587848,,275.78,0.301442564
10,526.6016015,666.1597564,"[1, 9, 6, 3, 5, 4, 8, 7, 10, 2]","[[9, 6, 5, 2, 'M'], [1, 3, 4, 8, 7, 10, 'M'], ['M', 1, 6, 8, 7], ['M', 9, 3, 5, 4, 10, 2]]",56.01997614,,305.77,0.419352317
11,444.5563858,570.1586718,"[7, 1, 8, 3, 10, 9, 4, 6, 2, 5]","[[8, 3, 4, 6, 'M'], [7, 1, 10, 9, 2, 5, 'M'], ['M', 7, 8, 3, 9, 6, 5], [1, 10, 4, 2, 'M']]",55.4244988,,165.32,0.628123664
12,357.7637105,549.1557406,"[3, 1, 5, 7, 4, 8, 9, 6, 2, 10]","[[3, 1, 4, 9, 6, 10, 'M'], [5, 7, 8, 2, 'M'], [1, 4, 9, 6, 10, 'M'], ['M', 3, 5, 7, 8, 2]]",55.65698195,,231.47,0.353008723
13,536.392964,610.2085639,"[9, 2, 4, 6, 1, 7, 10, 5, 8, 3]","[[4, 7, 10, 'M'], [9, 2, 6, 1, 5, 8, 3, 'M'], [9, 'M', 4, 6, 10, 5, 3], [2, 'M', 1, 7, 8]]",57.70444131,,280.26,0.477509925
14,420.9043894,569.3916213,"[9, 1, 4, 2, 10, 8, 7, 6, 3, 5]","[[9, 2, 8, 6, 'M'], [1, 4, 10, 7, 3, 5, 'M'], ['M', 9, 2, 7, 6, 3, 5], [1, 4, 'M', 10, 8]]",57.25684071,,200.03,0.52476143
15,508.6915708,743.9558825,"[8, 10, 3, 6, 7, 5, 1, 9, 4, 2]","[[8, 3, 7, 5, 4, 'M'], [10, 6, 1, 9, 2, 'M'], ['M', 3, 6, 5, 9, 2], [8, 10, 7, 1, 4, 'M']]",55.43892121,,239.57,0.529046649
16,459.584774,552.2652038,"[3, 6, 10, 1, 7, 9, 8, 5, 4, 2]","[[3, 7, 9, 5, 4, 'M'], [6, 10, 1, 8, 2, 'M'], [3, 7, 'M', 8, 5, 2], [6, 10, 1, 9, 4, 'M']]",56.48517251,,239.58,0.478703357
17,429.5632723,566.3815417,"[8, 9, 7, 4, 1, 3, 2, 5, 10, 6]","[[8, 7, 4, 'M', 3, 2, 10], [9, 1, 5, 6, 'M'], ['M', 9, 1, 3, 10, 6], [8, 7, 4, 2, 5, 'M']]",57.18909216,,245,0.429653288
18,531.1589379,723.4120235,"[8, 1, 4, 10, 6, 7, 9, 2, 5, 3]","[[4, 10, 7, 9, 2, 3, 'M'], [8, 1, 6, 'M', 5], [4, 10, 'M', 6, 3], [8, 'M', 1, 7, 9, 2, 5]]",57.80376863,,305.07,0.425652139
19,420.0947256,515.5958071,"[5, 4, 10, 3, 9, 7, 2, 1, 8, 6]","[[5, 3, 9, 7, 8, 'M'], [4, 10, 'M', 2, 1, 6], [3, 9, 2, 1, 6, 'M'], ['M', 5, 4, 10, 7, 8]]",56.54778337,,147.71,0.648388825
20,384.0709356,606.642901,"[2, 7, 4, 5, 9, 6, 3, 10, 1, 8]","[[2, 5, 6, 1, 'M'], [7, 4, 9, 3, 'M', 10, 8], [2, 9, 3, 1, 'M'], [7, 4, 5, 6, 10, 8, 'M']]",55.5463748,,226.34,0.41068178
21,604.5955676,836.2064505,"[6, 7, 3, 2, 8, 4, 5, 9, 1, 10]","[[6, 3, 8, 5, 9, 'M'], [7, 2, 4, 1, 10, 'M'], ['M', 6, 3, 2, 4, 1, 10], ['M', 7, 8, 5, 9]]",56.82698989,,322.75,0.466172071
22,452.3680438,615.3742581,"[6, 9, 8, 2, 3, 7, 1, 5, 4, 10]","[[6, 2, 7, 5, 4, 10, 'M'], [9, 8, 3, 1, 'M'], [9, 8, 2, 7, 1, 10, 'M'], [6, 'M', 3, 5, 4]]",56.71691656,,207.31,0.541722713
23,488.3375733,680.7479587,"[1, 9, 6, 8, 3, 7, 2, 4, 5, 10]","[[6, 8, 7, 2, 4, 'M'], [1, 9, 3, 5, 10, 'M'], [1, 'M', 6, 8, 3, 4], ['M', 9, 7, 2, 5, 10]]",57.11547422,,277.4,0.431950325
24,480.2784486,682.5560231,"[8, 1, 5, 2, 4, 10, 6, 9, 7, 3]","[[8, 5, 6, 7, 3, 'M'], [1, 2, 4, 10, 9, 'M'], [8, 2, 4, 9, 'M'], [1, 'M', 5, 10, 6, 7, 3]]",56.04455543,,220.04,0.541849107
25,489.0556648,651.3642917,"[1, 2, 5, 3, 9, 8, 6, 10, 4, 7]","[[2, 3, 9, 10, 'M'], [1, 5, 'M', 8, 6, 4, 7], [1, 3, 9, 6, 10, 7, 'M'], [2, 5, 8, 4, 'M']]",55.85236096,,250.39,0.488013292
26,535.0150463,773.0171232,"[2, 5, 4, 3, 1, 9, 10, 6, 7, 8]","[[5, 'M', 1, 10, 7, 8], [2, 4, 3, 9, 6, 'M'], [2, 5, 1, 10, 6, 'M'], ['M', 4, 3, 9, 7, 8]]",57.25272751,,313.81,0.413455748
27,462.9388322,613.4893657,"[7, 4, 6, 1, 9, 10, 3, 5, 8, 2]","[[4, 1, 9, 10, 8, 2, 'M'], [7, 6, 3, 5, 'M'], [4, 'M', 6, 9, 8, 2], [7, 1, 10, 3, 5, 'M']]",56.24546623,,203.22,0.561021919
28,562.3546717,749.4201058,"[1, 8, 7, 3, 2, 6, 10, 4, 9, 5]","[[1, 3, 2, 6, 10, 4, 'M'], [8, 7, 9, 5, 'M'], ['M', 8, 7, 6, 10, 4], [1, 3, 2, 9, 5, 'M']]",55.54074311,,244.97,0.564385232
29,439.1462028,658.5955112,"[6, 8, 9, 7, 4, 3, 1, 10, 2, 5]","[[6, 9, 4, 3, 2, 'M', 5], [8, 'M', 7, 1, 10], [8, 9, 4, 1, 10, 5, 'M'], [6, 7, 3, 2, 'M']]",56.38425565,,220.21,0.498549689
30,564.8293475,735.0333671,"[8, 3, 7, 10, 5, 1, 6, 4, 2, 9]","[[8, 10, 1, 6, 2, 'M'], [3, 7, 5, 4, 9, 'M'], ['M', 8, 10, 5, 6, 4], [3, 7, 1, 2, 9, 'M']]",55.36926532,,227.26,0.597648385
31,428.180382,580.1489907,"[6, 7, 4, 5, 2, 3, 1, 8, 9, 10]","[[6, 7, 3, 1, 'M', 9], [4, 5, 2, 8, 10, 'M'], [4, 5, 2, 3, 'M'], [6, 7, 1, 8, 9, 10, 'M']]",55.20030069,,269.21,0.371269653
32,480.2073034,670.762782,"[3, 8, 4, 9, 10, 2, 6, 7, 5, 1]","[[3, 8, 10, 7, 5, 'M'], [4, 9, 2, 6, 1, 'M'], [4, 9, 10, 2, 5, 'M'], [3, 'M', 8, 6, 7, 1]]",55.63094974,,232.8,0.515209372
33,385.4762335,613.5534844,"[8, 9, 4, 7, 5, 1, 6, 2, 3, 10]","[[9, 1, 6, 2, 10, 'M'], [8, 4, 7, 5, 3, 'M'], ['M', 4, 1, 6, 2, 10], [8, 'M', 9, 7, 5, 3]]",56.59857869,,258.3,0.329919778
