benchmark,init_prod_time_L,init_prod_time_H,prod_discount_L,prod_discount_H,weight_L,weight_H,due_time_L,due_time_H,maint_len_L,maint_len_H
[0. 2. 0.],[14. 14. 14.],[0. 0. 0.],[0. 0. 0.],[ 0 15  3],[14. 12. 14.],[0. 2. 0.],[ 3 15 15],[1. 3. 1.],[ 0. 14.  0.],[ 3 14  2]
[8. 0. 0.],[14 15 14],[0. 0. 2.],[ 7.  0. 14.],[7 0 0],[ 4  0 14],[ 0. 12.  0.],[0. 3. 0.],[0. 4. 0.],[0. 0. 3.],[4. 0. 0.]
[ 5.  0. 14.],[13 14  0],[4. 0. 0.],[ 0. 14.  0.],[ 5. 14.  1.],[0. 3. 0.],[0. 3. 0.],[ 0 14  0],[0. 2. 0.],[ 4.  0. 14.],[ 0. 14. 14.]
[0 4 0],[14 14 14],[0. 0. 0.],[0. 4. 0.],[ 0  5 15],[ 0.  0. 14.],[14.  3.  0.],[0 7 4],[15  8  5],[3. 0. 2.],[ 8.  0. 14.]
[11  9  0],[13 14  0],[3 0 3],[14. 12.  0.],[0. 3. 0.],[ 4 11  0],[0. 6. 0.],[0. 0. 2.],[0. 0. 0.],[3. 0. 5.],[5 7 0]
[ 2. 14.  2.],[14. 14.  0.],[5. 3. 0.],[0. 0. 0.],[0. 0. 0.],[ 6. 14.  0.],[0. 3. 0.],[ 0 15  0],[4. 0. 6.],[ 0  7 14],[0. 6. 0.]
[0. 0. 0.],[ 0. 14.  0.],[0. 3. 0.],[ 0  0 10],[0. 3. 1.],[0. 0. 0.],[4. 9. 0.],[0. 4. 0.],[0. 0. 3.],[ 3  0 14],[0. 2. 0.]
[ 4. 12.  0.],[14 14 14],[4. 0. 0.],[11  8  0],[ 6  7 14],[0. 2. 0.],[0. 0. 0.],[6. 3. 0.],[2 0 2],[0. 0. 2.],[ 0.  0. 14.]
[ 5.  1. 14.],[ 2. 14. 14.],[0. 0. 0.],[0. 3. 0.],[14.  0.  7.],[ 0 11  0],[14  0 14],[ 0 15  0],[ 1. 14.  0.],[ 7. 14.  0.],[0. 3. 0.]
[ 0 15  0],[ 0 14 14],[0. 0. 0.],[ 0.  0. 14.],[0. 3. 0.],[ 6  4 15],[ 4. 14.  3.],[ 5  0 14],[0 7 0],[5. 0. 0.],[0 1 1]
[14.  1. 14.],[ 0 14 15],[0. 0. 0.],[ 0. 10.  0.],[14  0  3],[0. 0. 2.],[0. 2. 0.],[0. 3. 0.],[ 0.  1. 12.],[ 0.  0. 14.],[ 3 14 14]
[14.  0.  5.],[14. 14. 14.],[0. 3. 0.],[9. 6. 0.],[ 7.  0. 14.],[ 7.  0. 14.],[0. 6. 0.],[14. 12.  0.],[5. 8. 0.],[5. 0. 0.],[ 1.  0. 14.]
[4. 6. 0.],[11  5 14],[4. 6. 0.],[5. 0. 0.],[ 4  0 14],[0. 0. 0.],[ 5 15 14],[3 0 2],[ 4 14  0],[0. 2. 0.],[ 4.  0. 14.]
[0 2 0],[14. 14.  0.],[13 13 15],[0. 0. 0.],[ 0 14 15],[0. 3. 0.],[0. 0. 0.],[ 0. 14.  0.],[ 0. 12.  0.],[ 4  0 15],[0. 3. 0.]
[0. 3. 0.],[14.  0. 14.],[0 0 7],[0. 0. 0.],[0. 3. 0.],[0. 3. 2.],[14.  3.  0.],[14.  3.  0.],[12.  0.  1.],[3. 0. 3.],[0. 7. 0.]
[ 3.  0. 14.],[ 0.  0. 14.],[0. 0. 1.],[0. 3. 0.],[ 3. 14.  0.],[0. 0. 0.],[ 0  8 14],[ 6.  0. 14.],[0. 0. 0.],[4. 0. 3.],[6. 0. 0.]
[ 1 12  0],[14. 14. 14.],[0. 0. 0.],[0. 2. 0.],[5. 0. 0.],[0 0 5],[5. 0. 0.],[ 0 14  0],[3. 0. 0.],[0 5 0],[ 3 14  2]
[0 0 1],[14. 14.  0.],[3 6 0],[3 0 2],[ 0 15 15],[0. 0. 1.],[5. 0. 2.],[14  0  3],[6. 0. 6.],[5. 0. 0.],[ 6. 13. 14.]
[0. 3. 0.],[ 0. 14.  0.],[0. 1. 0.],[0. 0. 4.],[2 0 1],[ 4. 11.  0.],[13. 11.  0.],[ 0.  4. 14.],[ 0. 14.  0.],[0. 2. 0.],[ 3 14  6]
[ 8 15  0],[14 15  0],[0. 2. 5.],[13 11  0],[6. 0. 0.],[0. 0. 0.],[ 6  0 15],[ 0 14  0],[7. 5. 0.],[ 0. 14.  0.],[6. 0. 0.]
[ 0  4 15],[14. 14. 14.],[0. 0. 0.],[0. 0. 0.],[0. 3. 0.],[11. 14.  0.],[ 3  0 14],[0. 6. 0.],[0. 5. 0.],[0. 3. 0.],[ 2 14 15]
[0. 0. 0.],[14.  0. 14.],[4 0 0],[ 6 15  0],[ 0.  0. 14.],[6. 0. 0.],[0 0 6],[ 1 10  0],[5. 0. 0.],[10 11 15],[0. 3. 0.]
[5 0 0],[8. 3. 0.],[0 6 0],[ 1 14  0],[0. 0. 0.],[14.  3. 14.],[ 0.  0. 14.],[ 0. 14.  0.],[ 2  9 14],[0. 3. 0.],[ 0. 14.  9.]
[0. 0. 0.],[14 14 14],[0. 6. 1.],[7 0 1],[0. 0. 0.],[0. 0. 0.],[ 0.  0. 14.],[ 0. 14.  0.],[6. 0. 0.],[14  0  5],[0. 0. 4.]
[11 10 15],[14  2  2],[0 0 4],[0. 2. 0.],[0. 4. 0.],[7. 0. 0.],[ 0. 14.  0.],[ 5. 14.  5.],[4. 0. 2.],[4. 0. 0.],[4. 6. 0.]
[14. 11.  0.],[ 0. 14. 14.],[0. 4. 0.],[0. 2. 0.],[ 5. 14.  4.],[ 0. 14.  0.],[ 6  7 15],[ 0. 14.  0.],[4. 0. 0.],[5. 0. 0.],[11.  9. 14.]
[ 0. 14.  5.],[14. 14.  0.],[3. 0. 0.],[14  4  0],[0 5 2],[0. 4. 0.],[ 3 15  1],[ 4 14  0],[ 4.  0. 14.],[0. 7. 0.],[0. 0. 0.]
[0. 3. 0.],[14. 14. 14.],[4. 0. 0.],[5. 0. 0.],[0. 3. 0.],[0. 3. 0.],[ 0.  0. 14.],[ 0  0 15],[ 0 10  0],[0 1 1],[3. 0. 3.]
[6. 3. 0.],[ 9  0 15],[4. 0. 0.],[14  0 14],[14  0  0],[ 3. 14.  9.],[ 0.  4. 14.],[7. 0. 2.],[6. 0. 4.],[0. 6. 0.],[ 0. 14.  1.]
[ 1. 14.  4.],[13. 14.  0.],[0. 0. 1.],[ 1 13 15],[14  2  0],[5. 0. 0.],[ 1. 14.  1.],[0. 0. 0.],[ 0 14 14],[6. 0. 0.],[0. 3. 0.]
