upstreamdiscount_L
[14 14  0]
[14.  0.  0.]
[3 0 0]
[14 14  0]
[5. 1. 0.]
[14.  0.  0.]
[8 0 3]
[7. 3. 0.]
[14  0  0]
[ 1 15  0]
[4. 0. 1.]
[2. 0. 1.]
[4. 0. 0.]
[14.  0.  0.]
[3. 0. 0.]
[1 1 0]
[ 5  0 10]
[14.  1.  0.]
[ 3 14  0]
[14  0  0]
[14  0  0]
[13  0  1]
[2. 0. 1.]
[3 0 8]
[14.  0.  0.]
[12  0  0]
[2 2 0]
[14.  1.  0.]
[2 0 1]
[ 9. 14.  0.]
