,final objective value,first objective value,final shared job order,final schedule,time
0,379.5035642038604,405.8409758494154,"[8, 6, 3, 2, 5, 9, 7, 4, 1]","[[8, 6, 3, 2, 5, 9, 7, 4, 1, 'M'], [9, 7, 'M'], [8, 'M', 1], ['M', 6, 2, 5, 4], [3, 'M'], [8, 7, 'M'], [6, 'M', 5, 9], [2, 'M'], [3, 'M', 4, 1], [8, 'M', 2, 4, 1], [6, 'M', 5, 7], [3, 9, 'M']]",65.90900230407715
1,661.1200963895401,844.4259281784726,"[1, 8, 10, 5, 6, 2, 3, 9, 4, 7]","[[6, 9, 4, 'M'], [1, 10, 3, 'M'], [8, 5, 'M', 2, 7], [3, 9, 4, 'M'], [1, 8, 10, 5, 6, 2, 'M', 7], ['M', 10, 3, 9, 7], [1, 8, 5, 6, 2, 4, 'M'], ['M', 1, 8, 5, 9, 7], [10, 6, 2, 3, 4, 'M']]",63.849343061447144
2,549.1740171456319,739.9794692899524,"[3, 1, 2, 7, 8, 4, 5, 9, 6]","[[3, 8, 5, 'M'], [1, 2, 7, 4, 9, 6, 'M'], ['M', 3, 1, 2, 7, 8, 4, 9, 6], ['M', 5], ['M'], [3, 1, 2, 7, 8, 4, 5, 9, 6, 'M'], ['M', 1, 2, 6], [7, 4, 'M'], [3, 'M', 5, 9], [8, 'M'], [3, 7, 8, 'M'], [4, 'M', 9], ['M', 1, 2, 5], ['M', 6]]",78.72711896896362
3,269.2713881239239,366.73464123873805,"[7, 3, 4, 6, 2, 1, 5]","[[1, 'M'], [7, 4, 'M', 2, 5], [3, 6, 'M'], [7, 3, 4, 6, 2, 1, 5, 'M'], ['M', 7, 3, 4, 6, 2, 1, 5], [7, 2, 'M'], [4, 6, 'M', 5], ['M', 3, 1]]",47.20037007331848
4,441.15143950887716,484.9573955689202,"[8, 1, 7, 2, 4, 3, 5, 9, 6]","[[1, 7, 4, 'M', 5, 6], [8, 2, 3, 'M', 9], [8, 1, 7, 2, 4, 3, 5, 9, 6, 'M'], ['M', 2, 5, 9], [8, 'M', 6], ['M', 1, 7, 4, 3], [8, 'M', 9, 6], ['M', 1, 7, 2, 4, 3, 5]]",57.1343457698822
5,370.3199292942191,510.612948626749,"[5, 1, 7, 8, 10, 3, 4, 6, 9, 2]","[[1, 3, 'M', 9, 2], [5, 7, 8, 10, 4, 6, 'M'], ['M', 5, 1, 7, 8, 10, 3, 4, 6, 9, 2], [7, 'M', 10], [5, 'M', 6], [1, 'M', 8, 3, 4, 9, 2]]",51.045228481292725
6,335.98620055515994,524.0898565618168,"[3, 5, 4, 2, 1]","[[2, 'M'], [3, 4, 'M'], [5, 'M'], [1, 'M'], [3, 'M'], [5, 2, 'M'], [4, 'M', 1], [4, 1, 'M'], [3, 5, 2, 'M'], ['M'], ['M', 5], [4, 2, 1, 'M'], [3, 'M'], [2, 'M'], [3, 'M'], ['M', 5, 4, 1]]",50.73219180107117
7,440.290177052402,669.4406473761477,"[3, 1, 6, 5, 8, 2, 9, 7, 10, 4]","[[3, 9, 7, 'M'], [6, 8, 10, 4, 'M'], [1, 5, 2, 'M'], [1, 2, 9, 10, 4, 'M'], [6, 'M'], [5, 'M'], [3, 'M', 8, 7], [1, 2, 9, 'M'], [3, 8, 'M'], ['M'], [6, 5, 'M', 7, 10, 4]]",57.57566165924072
8,633.9793665376151,773.142004101843,"[4, 1, 6, 8, 3, 5, 7, 2]","[[4, 6, 3, 7, 2, 'M'], [1, 8, 5, 'M'], ['M', 4, 1, 6, 8, 3, 5, 7, 2], ['M', 4, 1, 6, 8, 3, 5, 7, 2], [6, 'M', 3, 7, 2], [4, 'M', 1, 8, 5], [5, 7, 'M'], ['M', 3, 2], [4, 1, 6, 'M'], [8, 'M']]",68.51981568336487
9,529.486089790031,810.9302750783582,"[7, 2, 9, 6, 5, 4, 3, 8, 1]","[[2, 6, 4, 8, 'M'], [7, 5, 3, 'M'], ['M'], [9, 'M', 1], [2, 9, 4, 3, 8, 1, 'M'], [7, 6, 5, 'M'], ['M', 8], [7, 'M', 5, 4], [2, 9, 'M'], [6, 'M', 3, 1], [6, 5, 4, 3, 'M', 1], [7, 2, 9, 8, 'M']]",67.15722966194153
