,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,2,37.2490968087159,49.68241561358655,2,49.68241561358655,57.82077986327317
2,1,56.760791444116194,65.0809658301079,1,65.0809658301079,70.86317384508257
3,1,65.0809658301079,83.00134143070541,1,83.00134143070541,88.78354944568008
4,1,40.76045608643984,56.760791444116194,1,56.760791444116194,60.615596787432644
5,2,15.0,18.27192600128175,2,18.27192600128175,24.085043322486477
6,1,24.120107314456433,40.76045608643984,1,40.76045608643984,51.03993700195038
7,2,68.65958642102069,84.36483122717308,2,84.36483122717308,100.06024799442585
8,1,19.0,24.120107314456433,1,24.120107314456433,33.11465311552816
9,2,18.27192600128175,37.2490968087159,2,37.2490968087159,49.45664318324582
10,2,49.68241561358655,68.65958642102069,2,68.65958642102069,82.61106799191204
