,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,1,6.0,16.953208277724713,2,16.953208277724713,25.447914974367926
2,2,21.76287268926167,27.319557493400286,2,27.319557493400286,47.14053978556778
3,1,46.1617636849906,64.41711081453178,1,68.93659432102879,79.94379603510778
4,1,26.44598878508613,46.1617636849906,1,53.99824913763587,68.93659432102879
5,1,64.41711081453178,83.40267182925461,2,85.56666775682099,105.38765004898849
6,2,27.319557493400286,47.95867248020086,2,47.95867248020086,58.57705585100487
7,2,47.95867248020086,58.27822997360114,2,58.57705585100487,69.19543922180888
8,2,17.0,21.76287268926167,1,21.76287268926167,32.770074403340665
9,2,58.27822997360114,74.94828438601698,2,74.94828438601698,85.56666775682099
10,1,16.953208277724713,26.44598878508613,1,32.770074403340665,53.99824913763587
