,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,2,22.809891331275363,42.33461965946377,2,42.33461965946377,63.29018123737677
2,2,56.39242405575942,72.79319585143769,2,72.79319585143769,87.96791285613331
3,1,32.90140298436955,50.96477984960051,1,50.96477984960051,69.6735220457256
4,2,42.33461965946377,56.39242405575942,2,63.29018123737677,71.96144809720283
5,1,50.96477984960051,71.91829701326843,1,71.91829701326843,75.98541488199128
6,1,71.91829701326843,82.03378805779776,1,82.03378805779776,102.36937740141198
7,2,15.0,22.809891331275363,2,22.809891331275363,41.59763619423184
8,2,72.79319585143769,77.4791306502029,2,87.96791285613331,105.31044657578545
9,1,4.0,14.11549104452934,1,14.11549104452934,37.70477468312184
10,1,14.11549104452934,32.90140298436955,1,37.70477468312184,49.90612828929038
