,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,2,15.72329108427245,22.45480029646107,2,22.45480029646107,38.83145105902244
2,1,40.120483790300476,55.2888155322208,2,55.2888155322208,61.58752736397518
3,1,33.168331741920326,40.120483790300476,2,45.562535279213066,49.971633561441124
4,1,72.98520256446119,90.04957577412156,2,90.04957577412156,103.90674180398118
5,2,22.45480029646107,41.15343699698501,2,41.15343699698501,45.562535279213066
6,2,41.15343699698501,59.85207369750895,1,59.85207369750895,63.78370302963708
7,1,18.0,33.168331741920326,1,33.168331741920326,50.467500803284096
8,2,59.85207369750895,71.81920118584428,1,71.81920118584428,79.68245985010054
9,2,6.0,15.72329108427245,1,19.0,32.36753972923564
10,1,55.2888155322208,72.98520256446119,2,72.98520256446119,83.06314149526818
