,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,1,67.61667247180769,79.43016591747619,2,90.9854595489772,103.46529071307427
2,1,41.03631221905357,50.48710697558837,2,53.54596605668603,74.60568114609981
3,1,50.48710697558837,62.89127509354029,2,74.60568114609981,90.9854595489772
4,1,30.994842790235346,41.03631221905357,1,53.19113026552435,77.03158718342735
5,1,62.89127509354029,67.61667247180769,1,114.02539964224235,133.75543295361035
6,2,67.72631861430267,79.97847949810178,1,97.58370521610235,114.02539964224235
7,1,18.0,30.994842790235346,1,30.994842790235346,53.19113026552435
8,2,47.3060504746375,67.72631861430267,1,77.03158718342735,97.58370521610235
9,2,13.0,24.4353501582125,2,24.4353501582125,44.71507579987022
10,2,24.4353501582125,47.3060504746375,2,47.3060504746375,53.54596605668603
