,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,2,26.09255202322459,45.79408542107068,2,62.90887598559347,69.04586390268514
2,2,19.0,26.09255202322459,1,26.09255202322459,44.75516934578532
3,1,39.76839006111261,45.12371764189372,1,45.12371764189372,66.02584904316174
4,1,28.388318951952762,39.76839006111261,2,46.7992827032278,62.90887598559347
5,1,74.5780193361898,79.9333469169709,1,89.91399921603949,102.60457899538078
6,1,64.53678012222522,74.5780193361898,1,77.96992412960061,89.91399921603949
7,1,45.12371764189372,64.53678012222522,2,69.04586390268514,91.29244510214248
8,2,45.79408542107068,61.555312139347556,1,66.02584904316174,77.96992412960061
9,2,61.555312139347556,67.07174149074446,2,91.29244510214248,113.53902630159982
10,1,15.0,28.388318951952762,2,28.388318951952762,46.7992827032278
