,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,2,31.373842758334572,39.732494482293674,2,45.53754433886285,58.04473616570388
2,2,18.0,31.373842758334572,1,31.373842758334572,48.08299630577976
3,2,64.80844965417099,89.0485396536524,2,89.0485396536524,103.53055124262622
4,1,10.611579088609014,23.920383134641128,2,23.920383134641128,34.45275519934937
5,1,2.0,10.611579088609014,1,10.611579088609014,27.320732636054203
6,1,23.920383134641128,35.66344552819888,2,35.66344552819888,45.53754433886285
7,2,39.732494482293674,49.7628765510446,1,49.7628765510446,69.81386080797883
8,2,49.7628765510446,64.80844965417099,1,69.81386080797883,85.68755667805176
9,1,53.66947453165409,76.3727284925324,2,76.3727284925324,82.95546103297505
10,1,35.66344552819888,53.66947453165409,2,58.04473616570388,75.15984077085477
