,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,2,36.79408945218799,50.54288489097199,2,50.54288489097199,62.13557392830926
2,2,9.29649857462,13.592997149239999,2,26.685532130625905,38.27822116796318
3,1,28.844559376829018,48.376874346340884,1,48.376874346340884,60.36877881096489
4,1,14.0,28.844559376829018,1,28.844559376829018,38.43808294852822
5,2,50.54288489097199,72.02537776407198,2,72.02537776407198,90.05844959992996
6,1,72.59694490853559,88.22279688414508,2,90.05844959992996,95.85479411859859
7,1,48.376874346340884,64.00272632195038,1,64.00272632195038,71.99732929836638
8,2,13.592997149239999,36.79408945218799,2,38.27822116796318,47.93879536574424
9,1,64.00272632195038,72.59694490853559,1,72.59694490853559,92.5834523495756
10,2,5.0,9.29649857462,2,9.29649857462,26.685532130625905
