,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,1,35.08183174890972,54.48707783128493,2,55.407967859124064,71.59917049098934
2,2,4.0,20.469056916677946,2,20.469056916677946,43.47760802511807
3,2,41.64355866669245,54.19141155558993,1,64.35958367164852,82.20788903268543
4,1,67.87000616395748,83.26037374653092,1,99.24490778640248,115.47063993279967
5,2,54.19141155558993,68.3077460555996,2,92.0512159207139,111.6510927908666
6,1,54.48707783128493,67.87000616395748,2,71.59917049098934,92.0512159207139
7,1,13.0,21.029756999603535,1,21.029756999603535,39.6893489679603
8,2,20.469056916677946,41.64355866669245,1,41.64355866669245,64.35958367164852
9,1,21.029756999603535,35.08183174890972,2,43.47760802511807,55.407967859124064
10,2,68.3077460555996,79.28711733338488,1,82.20788903268543,99.24490778640248
