,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,1,0.0,11.17505398781258,2,11.17505398781258,15.349375384235767
2,2,17.0,21.13799678621442,1,21.13799678621442,41.729152887958485
3,2,45.96597750350092,65.82836207733013,1,73.02771016260947,85.3824038236559
4,1,49.30170876976138,53.24584547134229,2,77.19691401444264,80.67551517812863
5,1,24.322176326415615,27.608956911066375,2,32.670819119261985,49.36810470495473
6,2,21.13799678621442,39.345182645557855,1,41.729152887958485,49.14196908458635
7,1,11.17505398781258,24.322176326415615,2,24.322176326415615,32.670819119261985
8,1,27.608956911066375,40.75607924966941,1,49.14196908458635,73.02771016260947
9,1,40.75607924966941,49.30170876976138,2,65.36967005791028,77.19691401444264
10,2,39.345182645557855,45.96597750350092,2,49.36810470495473,65.36967005791028
