,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,2,10.501194926038634,15.25179238905795,2,17.0,41.27485928872669
2,2,1.0,10.501194926038634,1,13.0,36.2158162435115
3,1,47.1117598658642,66.03276550350088,2,69.02489663919204,93.29975592791872
4,1,35.28613134234127,40.80475798665197,2,41.27485928872669,47.13430808255727
5,2,15.25179238905795,34.25418224113522,1,36.2158162435115,54.62836016077924
6,2,34.25418224113522,55.63187082472214,2,55.63187082472214,69.02489663919204
7,2,60.38246828774146,71.4671957014532,1,73.99173987876544,94.80591995915506
8,1,14.0,35.28613134234127,1,54.62836016077924,60.23217787473029
9,2,55.63187082472214,60.38246828774146,1,60.38246828774146,73.99173987876544
10,1,40.80475798665197,47.1117598658642,2,47.13430808255727,55.50494921660095
