,stage1_machine,stage1_start,stage1_end,stage2_machine,stage2_start,stage2_end
1,1,38.84606145556348,44.57907410817949,1,48.5303597312846,54.48992790095913
2,1,50.3120867607955,71.6061337562264,1,73.85852445240137,82.05293068570386
3,2,66.83217592133212,81.0323531479776,2,81.0323531479776,95.8648154891988
4,1,11.0,19.190018075165728,1,19.190018075165728,28.129370329677528
5,2,19.0,27.221155236478957,2,27.221155236478957,39.7116498396126
6,1,19.190018075165728,38.84606145556348,1,38.84606145556348,48.5303597312846
7,2,27.221155236478957,39.926576965582804,2,39.926576965582804,56.32035113219571
8,2,56.368887438540725,66.83217592133212,2,66.83217592133212,75.4193909609865
9,2,39.926576965582804,56.368887438540725,2,56.368887438540725,62.614134740107545
10,1,44.57907410817949,50.3120867607955,1,54.48992790095913,73.85852445240137
