weight_L,weight_H
"[[12180.52428710915, 5898.859829685069, 5754.393824910167, 5696.586443204347, 5617.494515398494, 5546.189111177537, 5535.659335695207, 5521.703256388935, 5499.344081095595, 5477.60184929012, 5472.047089655878, 5463.828061286602, 5459.828061286602, 5454.034361617031, 5451.233579489746, 5451.233579489746, 5451.233579489746, 5451.233579489746, 5451.233579489746, 5451.233579489746, 5451.233579489746, 5451.233579489746, 5451.233579489746, 5451.233579489746, 5451.233579489746]]","[[6490.881383287161, 1892.5772938566195, 1583.0223508365216, 1401.1882369056743, 1233.1121437618447, 1046.975869710098, 961.9291383072723, 953.9737078141662, 949.7472384867335, 877.5467813059986, 864.8571594558819, 864.8571594558814, 864.8571594558814, 864.8571594558814, 864.8571594558814, 864.8571594558814, 864.8571594558814, 864.8571594558814, 864.8571594558814, 864.8571594558814, 864.8571594558814, 864.8571594558814]]"
"[[12295.879040870781, 2472.413922866287, 2362.2047337897898, 2342.6727461520763, 2325.209911232364, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727, 2322.5383799099727]]","[[7253.93125554542, 2499.342399502291, 2150.1475273906394, 1961.1684942048867, 1808.9677975099196, 1702.176773259767, 1540.2289359867566, 1463.4573778310216, 1396.840495714388, 1338.1116754560874, 1283.6957491001785, 1265.822172406753, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428, 1258.7153642296428]]"
"[[4785.539135489473, 241.75801130433456, 241.75801130433456, 241.75801130433456, 241.75801130433456, 241.75801130433456, 241.75801130433456, 241.75801130433456, 241.75801130433456, 241.75801130433456, 241.75801130433456, 241.75801130433456]]","[[3871.851728285614, 1145.7782184359992, 887.319109865834, 675.0834675479617, 498.339622643598, 353.21910898608917, 241.58724621221512, 141.6498731872077, 79.98765314415712, 65.9764306511745, 61.86378844054819, 43.159831886794734, 43.159831886794734, 43.159831886794734, 43.159831886794734, 43.159831886794734, 43.159831886794734, 43.159831886794734, 43.159831886794734, 43.159831886794734, 43.159831886794734, 43.159831886794734]]"
"[[17657.205286655975, 8106.945709706175, 8009.486867696379, 7953.46979571803, 7914.41099441686, 7887.876136035856, 7846.775414621022, 7832.254453749457, 7817.966517170061, 7802.016915637948, 7795.178635653182, 7788.391757370443, 7765.094709336013, 7737.077977950178, 7732.490639133656, 7718.727150479171, 7717.8456125473, 7717.8456125473, 7717.8456125473, 7717.8456125473, 7717.8456125473, 7717.8456125473, 7717.8456125473, 7717.8456125473, 7717.8456125473, 7717.8456125473, 7717.8456125473]]","[[9285.20751124491, 4714.845423804027, 4580.062946187891, 4476.545357100838, 4468.659191743573, 4451.703033356497, 4447.351155840119, 4415.96307214282, 4376.978759156536, 4376.978759156536, 4376.978759156536, 4376.978759156536, 4376.978759156536, 4376.978759156536, 4376.978759156536, 4376.978759156536, 4202.612183556717, 3731.833264073014, 3568.603974267139, 3416.2675517761954, 3275.920597750698, 3148.4070442363177, 2971.233394342252, 2858.015113464284, 2754.455824794915, 2668.9036071720666, 2589.3702936855307, 2537.3421064956674, 2505.001403573089, 2489.1278719690026, 2489.127871969002, 2489.127871969002, 2489.127871969002, 2489.127871969002, 2489.127871969002, 2489.127871969002, 2489.127871969002, 2489.127871969002, 2489.127871969002, 2489.127871969002, 2489.127871969002]]"
"[[10937.124665778145, 1987.9258540798544, 1952.7630365263342, 1927.1174211355662, 1915.744842574077, 1895.7719429161714, 1895.7018872312563, 1886.0319417587104, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835, 1881.6182260747835]]","[[16410.50429812795, 4360.396816680892, 4228.876341449678, 4151.000467054945, 4064.186424967919, 3975.1953749448344, 3900.8871620346317, 3861.4290706282372, 3832.6846243230093, 3784.0742076920733, 3759.383950186665, 3743.49258398443, 3743.49258398443, 3743.49258398443, 3743.49258398443, 3743.49258398443, 3743.49258398443, 3743.49258398443, 3743.49258398443, 3743.49258398443, 3743.49258398443, 3743.49258398443]]"
"[[7394.29591058437, 2057.4417166974345, 2005.351906986326, 1987.0744702043085, 1970.796404669587, 1960.215662072018, 1952.0766293046572, 1948.0071129209769, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602, 1943.1236932605602]]","[[2917.5160368419256, 1310.2537401326904, 1035.6891245623624, 820.0038257657064, 590.8969375738261, 432.37370647966, 298.61906101442634, 193.13210839634058, 71.6381534467371, 27.377377693123044, 0.6984111144447301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[12774.791592980408, 4247.485722193264, 4214.413104773814, 4184.382533623773, 4157.884970844323, 4138.453424806062, 4108.42285365602, 4056.0089219862207, 4039.045413228124, 4023.1468755604556, 4008.1315899854353, 3995.76606068836, 3992.233052317767, 3992.233052317767, 3992.233052317767, 3992.233052317767, 3992.233052317767, 3992.233052317767, 3992.233052317767, 3992.233052317767, 3992.233052317767, 3992.233052317767, 3992.233052317767]]","[[15010.553686557783, 4080.2496323952846, 3831.539955907766, 3617.020958545222, 3480.989959283441, 3365.379417968346, 3286.959099572177, 3269.0964587626036, 3259.741902255638, 3252.869584514964, 3252.819443389739, 3252.819443389739, 3252.819443389739, 3252.819443389739, 3252.819443389739, 3252.819443389739, 3252.819443389739, 3252.819443389739, 3252.819443389739, 3252.819443389739, 3252.819443389739]]"
"[[11831.563463622908, 6800.688056526844, 6767.337253923932, 6730.881101114395, 6667.911382625196, 6634.70460557407, 6598.248452764539, 6573.6008304431925, 6551.230009400977, 6533.001932996209, 6516.495774397967, 6502.419255630902, 6501.590706703412, 6501.590706703412, 6501.590706703412, 6501.590706703412, 6501.590706703412, 6501.590706703412, 6501.590706703412, 6501.590706703412, 6501.590706703412, 6501.590706703412, 6501.590706703412]]","[[13275.34997533836, 5588.102991329341, 5495.827975509156, 5415.546277678503, 5356.281171853532, 5105.941705279456, 5044.289575079946, 5005.788851225159, 4979.405719079791, 4971.216312629796, 4963.32389987364, 4960.326378698775, 4960.326378698775, 4960.326378698775, 4960.326378698775, 4960.326378698775, 4960.326378698775, 4960.326378698775, 4960.326378698775, 4960.326378698775, 4960.326378698775, 4960.326378698775]]"
"[[1446.9081913616942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[8096.314327570798, 2336.7185151709546, 1977.1678192437225, 1759.3771903104134, 1571.5355065279944, 1493.309803933483, 1415.674926890005, 1354.8231276022407, 1298.1363159385535, 1263.6575753929326, 1250.1501107937422, 1238.6868591590207, 1228.108007678426, 1217.659923825491, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903, 1217.6599238254903]]"
"[[5216.198649163463, 960.6597124663353, 914.1801955039707, 889.0713813105317, 887.3927390727008, 887.3927390727008, 887.3927390727008, 887.3927390727008, 887.3927390727008, 887.3927390727008, 887.3927390727008, 887.3927390727008, 887.3927390727008, 887.3927390727008, 887.3927390727008]]","[[13262.545721122897, 3013.6363721746957, 2681.489482595153, 2509.8568160018417, 2218.378359357946, 2029.0153187356746, 1931.1810506604756, 1841.8727135392633, 1761.4283702508128, 1718.7556594701227, 1686.6745878371444, 1677.6266010987956, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262, 1670.0858329307262]]"
