weight_L,weight_H
1780.785041748725,4814.119943327959
3181.515247320541,1057.2640248584478
112.19080594533716,4475.391955288613
1434.6212371299137,3867.3541496746943
345.19608281835735,2732.3173628397813
5407.084493492286,0.0
1847.1504261800487,2013.7937900245367
0.0,556.8769557979713
491.3376548388277,52.204758767110086
2630.593372241772,3775.1485248145846
1209.0419315769527,3054.2311055716746
957.4431433412692,4564.905667210929
2835.8225881104395,0.0
0.0,700.0719719547078
7195.850724724594,2042.9665591124303
553.3154086046088,1909.6522304345785
52.56492839913972,616.1035038616687
1636.6918280093023,15.672137117514964
3915.336246865349,1057.5773620993725
857.6207089057139,661.8118011475713
5451.233579489746,864.8571594558814
2322.5383799099727,1258.7153642296428
241.75801130433456,43.159831886794734
7717.8456125473,2489.127871969002
1881.6182260747835,3743.49258398443
1943.1236932605602,0.0
3992.233052317767,3252.819443389739
6501.590706703412,4960.326378698775
0.0,1217.6599238254903
887.3927390727008,1670.0858329307262
