due_time_H
[ 6.  1. 19.  1.  4.]
[5. 0. 0. 0. 0.]
[1. 0. 2. 2. 2.]
[4. 4. 0. 0. 2.]
[5. 0. 0. 0. 0.]
[5. 0. 0. 0. 0.]
[ 6. 17.  3. 17.  0.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[10  1  4 18  6]
[ 2  4 14  7 12]
[0. 0. 0. 0. 0.]
[5. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[5. 0. 0. 0. 0.]
[ 6. 17.  3. 17.  0.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[0. 0. 1. 0. 0.]
[19. 19.  0.  0.  0.]
[ 4. 11.  0.  0.  0.]
[6. 0. 0. 2. 0.]
[0. 0. 0. 0. 0.]
[ 6. 10.  2.  0.  0.]
[4. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0.]
[4. 4. 0. 0. 0.]
[0. 4. 0. 1. 0.]
