due_time_H
110.60343647003174
110.6873767375946
106.84023952484132
116.37266612052916
114.56075024604796
115.93443369865416
111.45977926254272
112.9560706615448
109.43862795829772
117.573410987854
120.56110262870789
102.75089383125304
111.34683084487916
107.2338571548462
111.5731885433197
113.187406539917
113.70030522346497
109.62934637069702
110.70857644081116
112.92535376548769
116.44440150260924
118.51075887680054
120.41325569152832
113.2661919593811
118.69838285446168
114.47334790229796
114.33245158195496
106.42352628707886
114.68260931968688
90.78992176055908
