benchmark,init_prod_time_L,init_prod_time_H,prod_discount_L,prod_discount_H,weight_L,weight_H,due_time_L,due_time_H,maint_len_L,maint_len_H
[ 9  1 10],[ 8  9 10],[9 5 0],[9. 0. 9.],[9 0 9],[9. 2. 0.],[ 7 10  9],[9. 9. 9.],[4 0 9],[7 7 9],[2. 9. 3.]
[6. 0. 9.],[9. 9. 9.],[0. 4. 1.],[5. 0. 0.],[6. 9. 0.],[10  5  9],[0. 8. 4.],[9. 0. 0.],[9. 2. 0.],[6. 9. 5.],[2. 0. 9.]
[ 0 10  1],[0. 9. 1.],[0. 0. 1.],[0. 4. 9.],[1 4 9],[9. 9. 2.],[3. 0. 9.],[4 7 9],[4. 0. 9.],[1. 9. 7.],[0. 3. 0.]
[9 0 4],[ 9 10  9],[9. 0. 4.],[ 4 10  0],[ 1  1 10],[ 2  9 10],[8 6 9],[6. 7. 0.],[8 9 0],[ 6  7 10],[5. 6. 9.]
[ 9  9 10],[9. 0. 9.],[9. 1. 4.],[7. 3. 0.],[ 9 10  9],[9. 9. 9.],[9 0 9],[0. 9. 9.],[ 9 10  9],[10  8 10],[4. 0. 9.]
[0. 9. 9.],[ 0  9 10],[ 6  0 10],[ 6  4 10],[2. 6. 9.],[ 9 10  9],[0. 4. 9.],[ 0  5 10],[ 9 10  5],[9 3 0],[6. 9. 4.]
[ 3  0 10],[9 9 9],[0. 0. 0.],[10  5 10],[5. 2. 9.],[9. 0. 9.],[9. 0. 6.],[0. 3. 0.],[6. 9. 0.],[5. 0. 0.],[0. 9. 0.]
[0 9 3],[ 9 10  9],[0. 6. 0.],[8. 0. 9.],[9. 0. 9.],[9. 0. 4.],[9 6 0],[0. 7. 0.],[5. 0. 9.],[0. 9. 3.],[ 0 10  0]
[0. 9. 0.],[ 9 10  0],[0. 9. 0.],[1. 9. 0.],[4. 0. 9.],[ 0 10  0],[7. 3. 0.],[10  8  3],[7. 7. 7.],[9. 0. 9.],[8 6 9]
[ 3  0 10],[9. 9. 9.],[0. 2. 5.],[ 0 10  9],[ 4  7 10],[5. 9. 0.],[8 5 0],[ 0  0 10],[0. 0. 9.],[0. 0. 1.],[ 0 10  0]
[5. 9. 9.],[0. 9. 9.],[ 2  9 10],[5. 9. 0.],[ 4  0 10],[ 4  7 10],[9. 3. 0.],[5. 0. 9.],[10  4 10],[9 7 9],[9. 1. 9.]
[3. 8. 9.],[9 9 9],[3. 0. 1.],[9 7 9],[4. 0. 0.],[9. 0. 9.],[6. 9. 9.],[0. 9. 0.],[4. 7. 0.],[0. 9. 0.],[ 0  0 10]
[4. 0. 0.],[0. 9. 9.],[9. 0. 1.],[ 4  8 10],[9 9 9],[3 9 3],[9 0 4],[ 6 10 10],[7 4 9],[4. 9. 0.],[0. 9. 0.]
[0. 0. 8.],[ 0 10  0],[3. 0. 5.],[6. 9. 4.],[5. 9. 0.],[8. 3. 0.],[9. 7. 9.],[ 0 10  9],[8. 6. 0.],[0. 4. 9.],[0. 9. 0.]
[ 7 10  0],[ 9 10  9],[ 9 10 10],[ 8  4 10],[5. 0. 0.],[9. 0. 9.],[ 5 10  9],[10  0  9],[7 9 0],[8. 9. 8.],[4 1 3]
[1. 4. 9.],[9. 9. 9.],[3. 9. 0.],[7. 8. 0.],[5. 0. 0.],[5. 0. 0.],[4. 9. 0.],[ 0 10  9],[6. 8. 0.],[ 9 10  0],[9. 1. 9.]
