,final objective value,first objective value,final shared job order,final schedule,time
0,642.9524009284477,642.9524009284477,"[8, 9, 1, 2, 10, 5, 3, 4, 7, 6]","[[8, 2, 5, 7, 6, 'M'], [9, 1, 10, 'M', 3, 4], [9, 1, 'M', 10, 4], [8, 2, 5, 3, 7, 'M', 6]]",0.12948012351989746
1,568.1682820946614,568.1682820946614,"[6, 4, 7, 8, 1, 5, 2, 3, 10, 9]","[['M', 6, 8, 1, 3, 9], [4, 7, 5, 2, 10, 'M'], ['M', 6, 7, 1, 5, 10, 9], [4, 8, 2, 3, 'M']]",0.12300300598144531
2,708.4938841304818,708.4938841304818,"[4, 6, 8, 9, 1, 7, 5, 2, 3, 10]","[[4, 9, 5, 3, 10, 'M'], [6, 8, 'M', 1, 7, 2], [6, 9, 2, 3, 10, 'M'], [4, 8, 'M', 1, 7, 5]]",0.12073564529418945
3,616.4461761782538,616.4461761782538,"[3, 8, 2, 5, 1, 4, 6, 7, 9, 10]","[[8, 5, 6, 7, 'M'], [3, 2, 'M', 1, 4, 9, 10], [3, 5, 'M', 9, 10], [8, 2, 1, 4, 6, 'M', 7]]",0.12197470664978027
4,567.3737429917894,577.8640103738242,"[1, 6, 10, 2, 8, 4, 3, 9, 5, 7]","[[1, 4, 3, 'M', 7], [6, 10, 2, 8, 'M', 9, 5], ['M', 6, 10, 8, 3, 9, 5], [1, 2, 4, 'M', 7]]",0.11699533462524414
5,366.26392079489415,366.26392079489415,"[5, 10, 4, 3, 1, 2, 8, 9, 7, 6]","[[5, 8, 9, 7, 6, 'M'], [10, 4, 3, 1, 2, 'M'], ['M', 3, 8, 9, 7], ['M', 5, 10, 4, 1, 2, 6]]",0.12344908714294434
6,572.9160723425152,572.9160723425152,"[4, 10, 9, 6, 8, 7, 5, 1, 3, 2]","[[4, 6, 8, 1, 'M', 2], [10, 9, 'M', 7, 5, 3], [10, 6, 8, 5, 'M', 2], [4, 9, 7, 1, 3, 'M']]",0.12951064109802246
7,563.7847423400491,563.7847423400491,"[10, 6, 2, 8, 7, 9, 5, 4, 1, 3]","[['M', 2, 9, 5, 4, 3], [10, 6, 8, 7, 1, 'M'], [2, 8, 'M'], ['M', 10, 6, 7, 9, 5, 4, 1, 3]]",0.12504839897155762
8,495.47489167092084,495.47489167092084,"[5, 4, 2, 9, 8, 3, 10, 1, 6, 7]","[[5, 2, 8, 'M', 3, 1], [4, 9, 10, 6, 7, 'M'], ['M', 5, 4, 2, 9, 10, 1, 6, 7], [8, 3, 'M']]",0.14834904670715332
9,522.1303039697907,522.1303039697907,"[9, 1, 6, 4, 3, 7, 5, 2, 10, 8]","[[1, 4, 3, 7, 2, 10, 'M'], [9, 6, 5, 8, 'M'], ['M', 4, 3, 5, 8], ['M', 9, 1, 6, 7, 2, 10]]",0.1269986629486084
10,574.2714043156018,574.2714043156018,"[1, 9, 6, 3, 5, 4, 8, 7, 10, 2]","[[6, 5, 7, 'M'], [1, 9, 3, 4, 8, 10, 2, 'M'], ['M', 1, 3, 4, 8], ['M', 9, 6, 5, 7, 10, 2]]",0.1189870834350586
11,481.17167675117037,481.17167675117037,"[7, 1, 8, 3, 10, 9, 4, 6, 2, 5]","[['M', 8, 10, 4, 6, 5], [7, 1, 3, 'M', 9, 2], ['M', 8, 3, 4, 6, 2], [7, 1, 10, 9, 'M', 5]]",0.12004327774047852
12,432.33045132984114,432.33045132984114,"[3, 1, 5, 7, 4, 8, 9, 6, 2, 10]","[['M', 3, 1, 7, 9, 6, 2, 10], ['M', 5, 4, 8], [1, 'M', 4, 9, 6, 2, 10], [3, 5, 7, 8, 'M']]",0.12204504013061523
13,605.9751127395341,605.9751127395341,"[9, 2, 4, 6, 1, 7, 10, 5, 8, 3]","[[4, 1, 'M', 8, 3], [9, 2, 6, 7, 10, 5, 'M'], ['M', 2, 4, 6, 1, 8, 3], [9, 'M', 7, 10, 5]]",0.12097930908203125
