due_time_L,due_time_H
971.494807087726,4487.529259962725
1661.180571536058,56.768690661742845
2398.2537386641056,0.0
4274.332930375856,1974.7566808112033
3319.5287376245324,887.8562953382159
343.61110087800415,0.0
2205.1071789840685,436.9406138732527
4744.825643464159,0.0
4394.721468516568,1341.9593795591354
5306.492564833948,201.0833189968358
1423.1761811765869,1483.4909950571482
2626.699297298386,2617.3754121164584
2822.0229664259796,1673.948318919917
632.544363249763,2552.5009271770555
351.34426347697894,0.0
2482.352341264441,3619.2455956548415
3633.703640248991,37.85483226447194
1054.721358340888,1420.073868081413
1813.0574287184,0.0
5041.244721496373,0.0
471.09843693642983,0.0
10.534617558084642,127.71943234574768
2413.9562349051052,0.0
4249.525294430563,355.36565110149184
7426.0487131694,902.3822566128117
2038.9571171707655,0.0
7565.5344158175685,2221.7802854454876
4005.4851526277894,1741.9793614574135
3286.3375668599324,1207.087047559011
2663.916332543752,1441.1810115483388
