due_time_L,due_time_H
"[[1595.6561262208145, 654.1842718200946, 588.4119907658608, 509.5194852772383, 471.09843693642983, 471.09843693642983, 471.09843693642983, 471.09843693642983, 471.09843693642983, 471.09843693642983, 471.09843693642983, 471.09843693642983, 471.09843693642983, 471.09843693642983, 471.09843693642983]]","[[937.1231059514319, 104.0059742103564, 50.53288050335499, 12.550946460202287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[467.53031439252845, 299.8026792694642, 151.41636568166837, 59.944289644313706, 11.91344136976603, 10.534617558084642, 10.534617558084642, 10.534617558084642, 10.534617558084642, 10.534617558084642, 10.534617558084642, 10.534617558084642, 10.534617558084642, 10.534617558084642, 10.534617558084642, 10.534617558084642]]","[[544.9178375051505, 544.9178375051505, 302.8730469649093, 144.55654343338242, 131.31839438880513, 127.71943234574768, 127.71943234574768, 127.71943234574768, 127.71943234574768, 127.71943234574768, 127.71943234574768, 127.71943234574768, 127.71943234574768, 127.71943234574768, 127.71943234574768, 127.71943234574768]]"
"[[5163.063438408477, 2667.707421426441, 2566.2876945079315, 2500.4446469380773, 2472.4249300468864, 2450.5226348556353, 2427.256026171148, 2416.422522010855, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052, 2413.9562349051052]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[4393.7945477810645, 4350.695099492741, 4319.248497868621, 4304.871730030463, 4267.752345793035, 4255.713194162283, 4249.525294430563, 4249.525294430563, 4249.525294430563, 4249.525294430563, 4249.525294430563, 4249.525294430563, 4249.525294430563, 4249.525294430563, 4249.525294430563, 4249.525294430563, 4249.525294430563]]","[[498.91665271331755, 413.2317611919233, 396.7941645708945, 384.08229420911016, 355.36565110149184, 355.36565110149184, 355.36565110149184, 355.36565110149184, 355.36565110149184, 355.36565110149184, 355.36565110149184, 355.36565110149184, 355.36565110149184, 355.36565110149184, 355.36565110149184]]"
"[[8548.105631795152, 7624.154034000639, 7570.800072545086, 7533.87131905773, 7502.939351598936, 7475.124664016487, 7459.12082703016, 7447.938643082361, 7438.529396945208, 7431.859160833891, 7428.782570488838, 7426.0487131694, 7426.0487131694, 7426.0487131694, 7426.0487131694, 7426.0487131694, 7426.0487131694, 7426.0487131694, 7426.0487131694, 7426.0487131694, 7426.0487131694, 7426.0487131694]]","[[2892.634676437783, 1309.484668847863, 1138.9675952288098, 1056.9645527175394, 1020.4684334827423, 965.71904855704, 944.560843165571, 912.4846789187168, 902.3822566128117, 902.3822566128117, 902.3822566128117, 902.3822566128117, 902.3822566128117, 902.3822566128117, 902.3822566128117, 902.3822566128117, 902.3822566128117, 902.3822566128117, 902.3822566128117]]"
"[[5431.35086905851, 2691.4177744481417, 2436.8141697819724, 2300.768990100966, 2205.7148266273102, 2158.3076058338033, 2113.717868795541, 2071.4833138164304, 2045.952442400758, 2039.4954448630479, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655, 2038.9571171707655]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[8607.09821964539, 7948.952218038763, 7855.381512649643, 7764.885407898182, 7675.64605104449, 7642.87032718312, 7613.628455803288, 7592.191843156976, 7583.565107076061, 7573.244466115981, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685, 7565.5344158175685]]","[[7280.6498035486275, 2790.2528513284215, 2745.9790586960776, 2393.6260672375065, 2315.1235372862093, 2281.1788598439366, 2268.8678069403054, 2255.079352002122, 2249.9313669922312, 2239.528239227145, 2226.8956888363623, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876, 2221.7802854454876]]"
"[[6562.170347996035, 4102.687172680968, 4064.212903062279, 4041.2245389829905, 4025.797734471394, 4014.3125169904315, 4008.7510557178566, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894, 4005.4851526277894]]","[[4077.5169453181397, 1932.3318687514713, 1809.0044293013673, 1784.143732375763, 1761.9282836461268, 1744.9057017491934, 1742.5919586327072, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135, 1741.9793614574135]]"
"[[5960.226054133493, 3442.7589991881896, 3394.473471013177, 3349.387106956072, 3321.1243060902675, 3301.7316142226696, 3287.4508342333334, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324, 3286.3375668599324]]","[[3292.4669226165747, 1556.2558822932524, 1434.8152799386967, 1337.1596728479872, 1264.2673933978608, 1231.2362705792152, 1220.8990598595947, 1211.8089861815783, 1207.087047559011, 1207.087047559011, 1207.087047559011, 1207.087047559011, 1207.087047559011, 1207.087047559011, 1207.087047559011, 1207.087047559011, 1207.087047559011, 1207.087047559011, 1207.087047559011]]"
"[[3484.2822177736502, 3401.4490905719804, 2702.333650090497, 2685.1807980589892, 2677.742130059018, 2665.0979296187074, 2663.916332543752, 2663.916332543752, 2663.916332543752, 2663.916332543752, 2663.916332543752, 2663.916332543752, 2663.916332543752, 2663.916332543752, 2663.916332543752, 2663.916332543752, 2663.916332543752]]","[[2885.2709956519593, 1618.3058398828523, 1541.314666862015, 1468.6441820995335, 1460.5511017613, 1452.623321780585, 1449.4973331323893, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388, 1441.1810115483388]]"
