due_time_L,due_time_H
"[[1595.6561262208145, 654.1842718200946, 588.4119907658608, 509.5194852772383, 471.09843693642983, 471.09843693642983, 1699.008815713414, 977.2922126123688, 902.4255214177491, 1189.2562119453612, 896.7632794901351, 927.8914230654781, 1602.1903584202585, 1367.6101837344404, 821.7067730112187]]","[[937.1231059514319, 104.0059742103564, 50.53288050335499, 12.550946460202287, 0.0, 0.0, 690.025566986277, 808.1468626911245, 503.14317492770704, 387.87674051205846, 653.5475668507654, 677.0404270653117, 567.0463348795413, 1080.1846540329193, 2342.858071590462]]"
"[[467.53031439252845, 299.8026792694642, 151.41636568166837, 59.944289644313706, 11.91344136976603, 10.534617558084642, 10.534617558084642, 523.4323667490327, 1038.6837376267554, 1076.1259504288278, 809.0413354467311, 2360.669415227998, 1739.788073524378, 2281.3796394114174, 906.1358842534268, 1140.779426075376]]","[[544.9178375051505, 569.2008244783411, 302.8730469649093, 144.55654343338242, 131.31839438880513, 127.71943234574768, 127.71943234574768, 826.5835006373577, 402.8897240806527, 516.2247491125189, 326.9992756546754, 805.8014615239451, 444.45288490943693, 231.6506673037968, 556.7596617988186, 321.95585964539885]]"
"[[5163.063438408477, 2667.707421426441, 2566.2876945079315, 2500.4446469380773, 2472.4249300468864, 2450.5226348556353, 2427.256026171148, 2416.422522010855, 2413.9562349051052, 2416.422522010855, 3353.623482923689, 3477.165562890153, 2937.2108275417786, 3307.2102217425263, 5072.027723853732, 3354.7076520424307, 2792.2519832442044, 2801.7757608640386, 2770.7629747001547]]","[[0.0, 0.0, 67.7254962013112, 358.1192876458748, 199.71506754492137, 163.35849099002954, 67.7254962013112, 86.0798330144487, 453.4401866794352, 291.2384336574634, 339.44659681402277]]"
"[[4393.7945477810645, 4350.695099492741, 4319.248497868621, 4304.871730030463, 4267.752345793035, 4255.713194162283, 4249.525294430563, 4250.580409356666, 5814.187158492974, 5533.321274784223, 5733.887555304255, 5411.302328446022, 6183.028887111888, 5653.442034629963, 5991.316572294113, 5094.950601484257, 6025.215488793277]]","[[498.91665271331755, 413.2317611919233, 396.7941645708945, 384.08229420911016, 355.36565110149184, 355.36565110149184, 1099.537380492829, 1057.4445857829062, 1344.3142703831795, 1456.8852028537622, 2822.348972380388, 1481.8625134651145, 1700.2433381488863, 1116.720684132558, 1952.339489717846]]"
"[[8548.105631795152, 7624.154034000639, 7570.800072545086, 7533.87131905773, 7502.939351598936, 7475.124664016487, 7459.12082703016, 7447.938643082361, 7438.529396945208, 7431.859160833891, 7428.782570488838, 7426.0487131694, 7426.611538386146, 8668.447861959548, 8353.09153833865, 8393.400701201655, 8059.283051161574, 8546.380589596085, 8070.520668205566, 8758.911762853415, 7545.983098422941, 8536.66788306368]]","[[2892.634676437783, 1309.484668847863, 1138.9675952288098, 1056.9645527175394, 1020.4684334827423, 965.71904855704, 944.560843165571, 912.4846789187168, 902.3822566128117, 902.3822566128117, 1657.9041790809565, 1903.1763125466155, 1882.3182184864436, 1483.8656168848875, 1935.2771941194874, 1726.5883275543968, 2166.822665891399, 1591.3128814256281, 1775.409312722543]]"
"[[5431.35086905851, 2691.4177744481417, 2436.8141697819724, 2300.768990100966, 2205.7148266273102, 2158.3076058338033, 2113.717868795541, 2071.4833138164304, 2045.952442400758, 2039.4954448630479, 2038.9571171707655, 2039.4954448630479, 3764.25826352514, 2905.440233808937, 2594.566614101359, 2884.1977248460553, 4475.039733752126, 2801.341634577558, 2985.251616522605, 2770.469840986163, 2833.9381219705447]]","[[0.0, 0.0, 255.65485051804475, 743.7416830643594, 760.5856020409109, 472.41054113270195, 727.2916422642791, 523.6447663534763, 988.8233185820097, 671.9444678371794, 528.3265613247542]]"
"[[8607.09821964539, 7948.952218038763, 7855.381512649643, 7764.885407898182, 7675.64605104449, 7642.87032718312, 7613.628455803288, 7592.191843156976, 7583.565107076061, 7573.244466115981, 7565.5344158175685, 7566.20234290296, 7908.863702917815, 8123.506655934773, 7999.548737215127, 8905.834067828628, 8433.479172246642, 8220.531972921754, 8309.016265620214, 8614.30266803023, 8252.459965119651]]","[[7280.6498035486275, 2790.2528513284215, 2745.9790586960776, 2393.6260672375065, 2315.1235372862093, 2281.1788598439366, 2268.8678069403054, 2255.079352002122, 2249.9313669922312, 2239.528239227145, 2226.8956888363623, 2221.7802854454876, 2221.7802854454876, 4784.61686144413, 3520.036317951715, 5124.8519816968765, 3143.6372646827986, 3521.1207204353213, 3093.233738271776, 5005.231523053891, 3306.972544585935, 2766.546209816925]]"
"[[6562.170347996035, 4102.687172680968, 4064.212903062279, 4041.2245389829905, 4025.797734471394, 4014.3125169904315, 4008.7510557178566, 4005.4851526277894, 4008.7510557178566, 4474.510976102518, 4323.617670418707, 4491.8585664864895, 6337.10304584362, 4532.122043427142, 5756.113091911948, 4515.339054209948, 9395.193800717921, 5395.645054108927]]","[[4077.5169453181397, 1932.3318687514713, 1809.0044293013673, 1784.143732375763, 1761.9282836461268, 1744.9057017491934, 1742.5919586327072, 1741.9793614574135, 1741.9793614574135, 2506.151670173476, 2633.502170492013, 2825.7847957297186, 2509.972424904776, 2395.099459345128, 2594.0653231983983, 2657.612122822888, 3049.732676238426, 2697.0044014019986]]"
"[[5960.226054133493, 3442.7589991881896, 3394.473471013177, 3349.387106956072, 3321.1243060902675, 3301.7316142226696, 3287.4508342333334, 3286.3375668599324, 3287.1482978127183, 4249.834741158125, 5549.003051207273, 4101.073147799636, 6060.320859691938, 4901.37549917574, 4580.861156142338, 4930.209558973436, 4232.761341035875, 5122.296102924243]]","[[3292.4669226165747, 1556.2558822932524, 1434.8152799386967, 1337.1596728479872, 1264.2673933978608, 1231.2362705792152, 1220.8990598595947, 1211.8089861815783, 1207.087047559011, 1210.3530394849802, 3625.459077686253, 2002.3628911192404, 2449.3591304647884, 2220.4623165244357, 3392.040415868892, 2835.48496306109, 2072.0707653101176, 2936.3169749850704, 1652.4805608911277]]"
"[[3484.2822177736502, 3401.4490905719804, 2702.333650090497, 2685.1807980589892, 2677.742130059018, 2665.0979296187074, 2663.916332543752, 2667.187644320412, 4047.4901474704766, 3821.234617106161, 4383.627295058306, 3828.715267576648, 3866.217941386259, 3290.1186505858477, 3445.5565614551047, 4093.802604182796, 3999.393316451039]]","[[2885.2709956519593, 1618.3058398828523, 1541.314666862015, 1468.6441820995335, 1460.5511017613, 1452.623321780585, 1449.4973331323893, 1441.1810115483388, 1441.1810115483388, 2930.0283017491556, 1781.997670671085, 2022.662760425875, 2411.5302848152105, 1884.49804325838, 2060.933063844177, 1740.9905793129908, 2397.3518271043386, 1895.8274458703938]]"
