,final objective value,first objective value,final shared job order,final schedule,time
0,766.3820893829715,766.3820893829715,"[8, 9, 1, 2, 10, 5, 3, 4, 7, 6]","[[9, 'M', 7, 6], [8, 1, 2, 'M', 10, 5, 3, 4], [8, 1, 5, 3, 4, 6, 'M'], [9, 2, 10, 7, 'M']]",0.01564502716064453
1,739.9570225052354,739.9570225052354,"[6, 4, 7, 8, 1, 5, 2, 3, 10, 9]","[[6, 8, 1, 'M', 3, 10], [4, 7, 5, 2, 9, 'M'], [8, 1, 5, 2, 3, 10, 'M'], [6, 4, 7, 'M', 9]]",0.015610218048095703
2,783.8855994622606,783.8855994622606,"[4, 6, 8, 9, 1, 7, 5, 2, 3, 10]","[[4, 9, 1, 3, 'M'], [6, 8, 'M', 7, 5, 2, 10], ['M', 6, 1, 3, 10], [4, 'M', 8, 9, 7, 5, 2]]",0.015642404556274414
3,694.7051234278392,694.7051234278392,"[3, 8, 2, 5, 1, 4, 6, 7, 9, 10]","[['M', 8, 5, 1, 7, 9], [3, 2, 4, 6, 10, 'M'], [2, 1, 7, 'M'], [3, 'M', 8, 5, 4, 6, 9, 10]]",0.019360065460205078
4,626.9023851111939,626.9023851111939,"[1, 6, 10, 2, 8, 4, 3, 9, 5, 7]","[[10, 2, 3, 9, 5, 7, 'M'], [1, 6, 8, 4, 'M'], [6, 8, 'M', 4, 3, 9, 7], [1, 10, 'M', 2, 5]]",0.015671730041503906
5,513.9658910665464,513.9658910665464,"[5, 10, 4, 3, 1, 2, 8, 9, 7, 6]","[[10, 3, 'M', 8, 7], [5, 4, 'M', 1, 2, 9, 6], [4, 8, 9, 7, 'M'], [5, 10, 3, 1, 2, 'M', 6]]",0.01560664176940918
6,637.0242757538363,637.0242757538363,"[4, 10, 9, 6, 8, 7, 5, 1, 3, 2]","[[4, 8, 5, 'M', 1, 2], [10, 9, 6, 7, 'M', 3], [4, 8, 7, 3, 'M', 2], [10, 9, 6, 5, 1, 'M']]",0.015608787536621094
7,641.0513428313252,641.0513428313252,"[10, 6, 2, 8, 7, 9, 5, 4, 1, 3]","[[6, 2, 8, 9, 5, 1, 'M'], [10, 7, 'M', 4, 3], ['M', 6, 2, 8, 7, 5], [10, 'M', 9, 4, 1, 3]]",0.01565098762512207
8,541.6133239804241,541.6133239804241,"[5, 4, 2, 9, 8, 3, 10, 1, 6, 7]","[[5, 4, 8, 3, 10, 'M', 7], [2, 9, 1, 6, 'M'], [5, 4, 'M', 8, 10, 6, 7], ['M', 2, 9, 3, 1]]",0.015596628189086914
9,668.360064513558,668.360064513558,"[9, 1, 6, 4, 3, 7, 5, 2, 10, 8]","[['M', 4, 2, 10, 8], [9, 1, 6, 3, 7, 5, 'M'], [9, 6, 3, 7, 5, 10, 'M'], [1, 4, 'M', 2, 8]]",0.015653371810913086
