,final objective value,first objective value,final shared job order,final schedule,time
0,664.8992986346964,664.8992986346964,"[8, 9, 1, 2, 10, 5, 3, 4, 7, 6]","[[8, 3, 7, 'M', 6], [9, 1, 2, 10, 5, 4, 'M'], [9, 1, 10, 'M', 4, 6], ['M', 8, 2, 5, 3, 7]]",0.01553201675415039
1,656.4349309568818,656.4349309568818,"[6, 4, 7, 8, 1, 5, 2, 3, 10, 9]","[[6, 4, 1, 2, 10, 'M', 9], ['M', 7, 8, 5, 3], [7, 8, 5, 10, 'M'], [6, 4, 1, 2, 3, 'M', 9]]",0.015594005584716797
2,713.2496473323432,713.2496473323432,"[4, 6, 8, 9, 1, 7, 5, 2, 3, 10]","[['M', 8, 9, 7, 2, 3, 10], [4, 6, 1, 'M', 5], [4, 6, 9, 7, 5, 'M'], [8, 1, 2, 3, 'M', 10]]",0.015629291534423828
3,660.8471030084602,660.8471030084602,"[3, 8, 2, 5, 1, 4, 6, 7, 9, 10]","[[8, 5, 6, 'M'], [3, 2, 1, 4, 'M', 7, 9, 10], ['M', 2, 10], ['M', 3, 8, 5, 1, 4, 6, 7, 9]]",0.015610933303833008
4,578.4874664613528,578.4874664613528,"[1, 6, 10, 2, 8, 4, 3, 9, 5, 7]","[[10, 2, 3, 9, 'M'], [1, 6, 8, 4, 'M', 5, 7], [6, 8, 'M', 9, 5, 7], [1, 10, 2, 4, 3, 'M']]",0.015621662139892578
5,577.961134105227,577.961134105227,"[5, 10, 4, 3, 1, 2, 8, 9, 7, 6]","[[5, 1, 2, 8, 9, 7, 'M'], [10, 4, 3, 'M', 6], [8, 9, 6, 'M'], ['M', 5, 10, 4, 3, 1, 2, 7]]",0.015627384185791016
6,588.6931085813995,588.6931085813995,"[4, 10, 9, 6, 8, 7, 5, 1, 3, 2]","[[4, 9, 5, 'M', 2], [10, 6, 8, 'M', 7, 1, 3], [10, 6, 8, 5, 3, 'M'], [4, 9, 7, 'M', 1, 2]]",0.015594959259033203
7,566.156026357149,566.156026357149,"[10, 6, 2, 8, 7, 9, 5, 4, 1, 3]","[['M', 10, 2, 8, 9, 4, 1], [6, 7, 5, 'M', 3], [2, 8, 7, 'M', 3], [10, 6, 9, 5, 4, 1, 'M']]",0.01561880111694336
8,529.9445211920536,529.9445211920536,"[5, 4, 2, 9, 8, 3, 10, 1, 6, 7]","[[4, 2, 8, 3, 10, 'M', 6], [5, 9, 'M', 1, 7], [4, 9, 8, 10, 7, 'M'], [5, 2, 'M', 3, 1, 6]]",0.015624284744262695
9,611.6549887731993,611.6549887731993,"[9, 1, 6, 4, 3, 7, 5, 2, 10, 8]","[[1, 6, 3, 'M', 2, 10], [9, 4, 7, 5, 'M', 8], ['M', 1, 4, 7, 5, 10, 8], ['M', 9, 6, 3, 2]]",0.019083738327026367
10,619.6004280086398,619.6004280086398,"[1, 9, 6, 3, 5, 4, 8, 7, 10, 2]","[[9, 6, 3, 8, 'M'], [1, 5, 4, 'M', 7, 10, 2], ['M', 6, 3, 4, 8, 10], [1, 9, 5, 'M', 7, 2]]",0.0057909488677978516
11,578.1470864741275,578.1470864741275,"[7, 1, 8, 3, 10, 9, 4, 6, 2, 5]","[[7, 3, 10, 'M', 6], [1, 8, 9, 4, 2, 'M', 5], [7, 8, 3, 10, 4, 2, 'M', 5], [1, 'M', 9, 6]]",0.01567244529724121
12,522.483582337663,522.483582337663,"[3, 1, 5, 7, 4, 8, 9, 6, 2, 10]","[['M', 3, 1, 5, 9], [7, 4, 8, 6, 2, 'M', 10], [1, 7, 9, 'M', 10], [3, 5, 4, 'M', 8, 6, 2]]",0.015633821487426758
13,656.3755207031079,656.3755207031079,"[9, 2, 4, 6, 1, 7, 10, 5, 8, 3]","[[2, 7, 10, 8, 3, 'M'], [9, 4, 6, 1, 'M', 5], [9, 2, 6, 7, 10, 'M', 3], [4, 'M', 1, 5, 8]]",0.015643596649169922
14,580.1028842001938,580.1028842001938,"[9, 1, 4, 2, 10, 8, 7, 6, 3, 5]","[[9, 1, 2, 10, 6, 'M'], ['M', 4, 8, 7, 3, 5], [9, 'M', 2, 10, 7, 6, 3], ['M', 1, 4, 8, 5]]",0.015618324279785156
15,666.313215201376,666.313215201376,"[8, 10, 3, 6, 7, 5, 1, 9, 4, 2]","[[8, 3, 6, 5, 1, 2, 'M'], [10, 'M', 7, 9, 4], ['M', 3, 6, 5, 9], [8, 10, 7, 1, 4, 'M', 2]]",0.015629291534423828
16,645.8481925694341,645.8481925694341,"[3, 6, 10, 1, 7, 9, 8, 5, 4, 2]","[[3, 7, 9, 8, 'M', 2], [6, 10, 1, 'M', 5, 4], [3, 'M', 1, 7, 9, 5], ['M', 6, 10, 8, 4, 2]]",0.015599489212036133
17,587.2039586765464,587.2039586765464,"[8, 9, 7, 4, 1, 3, 2, 5, 10, 6]","[[8, 'M', 9, 1, 2, 5, 6], [7, 4, 3, 'M', 10], ['M', 7, 4, 1, 3, 5, 10], [8, 9, 'M', 2, 6]]",0.015625715255737305
18,731.0062469302367,731.0062469302367,"[8, 1, 4, 10, 6, 7, 9, 2, 5, 3]","[[1, 'M', 10, 2, 3], [8, 4, 6, 7, 9, 5, 'M'], [1, 6, 7, 9, 'M', 5], [8, 'M', 4, 10, 2, 3]]",0.015627384185791016
19,634.6699172394192,634.6699172394192,"[5, 4, 10, 3, 9, 7, 2, 1, 8, 6]","[[5, 'M', 3], [4, 10, 9, 7, 'M', 2, 1, 8, 6], ['M', 9, 7, 2, 1, 6], [5, 4, 10, 3, 'M', 8]]",0.015632152557373047
20,611.8061094052373,611.8061094052373,"[2, 7, 4, 5, 9, 6, 3, 10, 1, 8]","[[7, 5, 9, 3, 10, 1, 'M'], [2, 4, 6, 'M', 8], [7, 5, 'M', 6, 3, 8], [2, 4, 9, 'M', 10, 1]]",0.015616893768310547
21,850.0699854489349,850.0699854489349,"[6, 7, 3, 2, 8, 4, 5, 9, 1, 10]","[[6, 3, 8, 5, 10, 'M'], [7, 'M', 2, 4, 9, 1], [6, 7, 2, 4, 5, 'M', 1, 10], [3, 'M', 8, 9]]",0.01563858985900879
22,607.9649005847174,607.9649005847174,"[6, 9, 8, 2, 3, 7, 1, 5, 4, 10]","[[6, 8, 'M', 7, 1, 4, 10], [9, 2, 3, 'M', 5], [9, 8, 7, 5, 'M', 4, 10], [6, 'M', 2, 3, 1]]",0.0156252384185791
23,578.8028326341768,578.8028326341768,"[1, 9, 6, 8, 3, 7, 2, 4, 5, 10]","[[6, 3, 7, 'M', 5, 10], [1, 9, 8, 2, 4, 'M'], ['M', 1, 9, 8, 3, 2, 10], ['M', 6, 7, 4, 5]]",0.015621662139892578
24,803.7126288481837,803.7126288481837,"[8, 1, 5, 2, 4, 10, 6, 9, 7, 3]","[[8, 'M', 10, 7, 3], ['M', 1, 5, 2, 4, 6, 9], [8, 5, 2, 4, 9, 'M', 3], [1, 'M', 10, 6, 7]]",0.015627145767211914
25,646.3923900609551,646.3923900609551,"[1, 2, 5, 3, 9, 8, 6, 10, 4, 7]","[[2, 3, 6, 4, 7, 'M'], [1, 5, 'M', 9, 8, 10], [1, 2, 5, 9, 'M', 6, 10, 4], [3, 8, 'M', 7]]",0.015625
26,794.1609828279944,794.1609828279944,"[2, 5, 4, 3, 1, 9, 10, 6, 7, 8]","[[5, 3, 1, 'M', 9, 6], [2, 4, 'M', 10, 7, 8], ['M', 5, 1, 9, 6, 7, 8], [2, 'M', 4, 3, 10]]",0.015618562698364258
27,634.5078669809628,634.5078669809628,"[7, 4, 6, 1, 9, 10, 3, 5, 8, 2]","[[4, 10, 3, 'M', 5, 8], [7, 6, 1, 9, 'M', 2], ['M', 7, 6, 1, 9, 5, 2], [4, 'M', 10, 3, 8]]",0.015628814697265625
28,769.8208401523524,769.8208401523524,"[1, 8, 7, 3, 2, 6, 10, 4, 9, 5]","[[7, 3, 2, 'M', 4], [1, 8, 6, 'M', 10, 9, 5], [8, 3, 2, 6, 4, 'M', 5], [1, 7, 'M', 10, 9]]",0.01565265655517578
29,646.1576048265323,646.1576048265323,"[6, 8, 9, 7, 4, 3, 1, 10, 2, 5]","[[6, 'M', 8, 7, 3, 10, 2], [9, 4, 1, 'M', 5], [6, 8, 'M', 1, 2, 5], ['M', 9, 7, 4, 3, 10]]",0.015614509582519531
30,762.0984076197836,762.0984076197836,"[8, 3, 7, 10, 5, 1, 6, 4, 2, 9]","[[8, 7, 10, 1, 'M', 6, 9], ['M', 3, 5, 4, 2], [8, 3, 10, 'M', 1, 6], [7, 5, 4, 2, 9, 'M']]",0.015619277954101562
31,676.8232412883707,676.8232412883707,"[6, 7, 4, 5, 2, 3, 1, 8, 9, 10]","[[6, 7, 5, 2, 3, 1, 8, 'M'], [4, 'M', 9, 10], ['M', 6, 7, 5, 2, 3, 8, 9], ['M', 4, 1, 10]]",0.015607595443725586
32,667.569426855026,667.569426855026,"[3, 8, 4, 9, 10, 2, 6, 7, 5, 1]","[[3, 10, 2, 'M', 7, 5, 1], [8, 4, 'M', 9, 6], [8, 10, 2, 'M'], [3, 4, 9, 6, 7, 5, 'M', 1]]",0.01562047004699707
33,582.0907394990428,582.0907394990428,"[8, 9, 4, 7, 5, 1, 6, 2, 3, 10]","[[9, 4, 6, 'M', 3], [8, 7, 5, 1, 'M', 2, 10], ['M', 7, 5, 1, 10], [8, 9, 4, 'M', 6, 2, 3]]",0.015622615814208984
34,565.2793817055383,565.2793817055383,"[7, 2, 10, 3, 8, 4, 6, 1, 5, 9]","[[10, 3, 8, 4, 6, 1, 'M'], [7, 2, 'M', 5, 9], [7, 2, 3, 'M', 9], ['M', 10, 8, 4, 6, 1, 5]]",0.015628576278686523
35,593.6250128230654,593.6250128230654,"[5, 1, 4, 9, 6, 2, 10, 3, 8, 7]","[['M', 1, 4, 6, 7], [5, 'M', 9, 2, 10, 3, 8], [1, 9, 2, 'M', 3, 7], [5, 4, 6, 10, 8, 'M']]",0.015653610229492188
36,806.8542965473855,806.8542965473855,"[5, 2, 6, 8, 10, 9, 1, 3, 4, 7]","[[5, 6, 9, 1, 3, 'M'], [2, 'M', 8, 10, 4, 7], ['M', 8, 1], ['M', 5, 2, 6, 10, 9, 3, 4, 7]]",0.015597343444824219
37,675.7590465173082,675.7590465173082,"[10, 1, 3, 6, 4, 7, 9, 8, 5, 2]","[['M', 3, 6, 8, 5, 2], [10, 1, 4, 7, 'M', 9], [1, 6, 7, 8, 'M'], [10, 3, 'M', 4, 9, 5, 2]]",0.015626192092895508
38,627.051584814436,627.051584814436,"[6, 4, 7, 9, 10, 2, 8, 5, 1, 3]","[[7, 9, 10, 2, 'M', 5, 1, 3], [6, 4, 8, 'M'], ['M', 7, 8, 5, 1], ['M', 6, 4, 9, 10, 2, 3]]",0.01562356948852539
39,628.4435673469729,628.4435673469729,"[10, 1, 4, 3, 7, 9, 2, 8, 6, 5]","[[1, 3, 7, 8, 6, 'M', 5], [10, 'M', 4, 9, 2], [10, 1, 3, 7, 'M', 5], [4, 'M', 9, 2, 8, 6]]",0.015627145767211914
40,564.7759126547179,564.7759126547179,"[4, 8, 2, 9, 7, 10, 5, 3, 6, 1]","[[4, 2, 7, 10, 'M', 1], [8, 9, 'M', 5, 3, 6], [8, 2, 9, 'M'], [4, 7, 10, 5, 3, 6, 1, 'M']]",0.015627622604370117
41,652.825488631998,652.825488631998,"[8, 2, 6, 3, 5, 1, 10, 7, 9, 4]","[[8, 6, 3, 10, 'M'], [2, 5, 1, 'M', 7, 9, 4], ['M', 8, 2, 6, 3, 10, 7, 9], ['M', 5, 1, 4]]",0.015643596649169922
42,716.9142103236725,716.9142103236725,"[2, 8, 9, 7, 10, 6, 5, 3, 4, 1]","[[9, 3, 4, 'M', 1], [2, 8, 7, 10, 'M', 6, 5], [9, 'M', 3, 4, 1], [2, 8, 7, 10, 'M', 6, 5]]",0.015609264373779297
43,744.4478347065997,744.4478347065997,"[3, 1, 5, 6, 2, 4, 8, 7, 9, 10]","[[5, 8, 'M'], [3, 1, 6, 2, 4, 7, 9, 'M', 10], [3, 5, 4, 'M', 7], ['M', 1, 6, 2, 8, 9, 10]]",0.015621423721313477
44,741.4356936931481,741.4356936931481,"[4, 6, 3, 1, 8, 9, 5, 2, 10, 7]","[[6, 'M', 9, 7], [4, 3, 1, 8, 5, 2, 10, 'M'], [4, 6, 3, 8, 9, 5, 10, 'M'], [1, 2, 7, 'M']]",0.015648603439331055
45,543.7982149656395,543.7982149656395,"[2, 3, 7, 4, 9, 8, 5, 10, 6, 1]","[[2, 7, 4, 5, 10, 'M', 6], [3, 9, 8, 1, 'M'], [3, 'M', 4, 8, 5, 10, 6], [2, 7, 9, 'M', 1]]",0.015618085861206055
46,659.4893135632884,659.4893135632884,"[2, 3, 6, 10, 9, 1, 8, 4, 5, 7]","[[2, 3, 9, 'M', 8, 4, 5], [6, 'M', 10, 1, 7], [2, 3, 9, 1, 'M', 5], [6, 10, 8, 4, 'M', 7]]",0.015633106231689453
47,666.8786429025497,666.8786429025497,"[8, 3, 9, 1, 5, 7, 2, 4, 6, 10]","[[1, 'M', 2, 6], [8, 3, 9, 5, 7, 4, 'M', 10], [8, 5, 7, 4, 10, 'M'], [3, 9, 1, 2, 6, 'M']]",0.015598535537719727
