upstreamdiscount_H
[0. 2. 0.]
[4. 0. 3.]
[ 3.  0. 14.]
[0. 3. 0.]
[5. 9. 0.]
[ 2. 14.  2.]
[0. 0. 0.]
[ 5. 11.  0.]
[ 4.  1. 14.]
[ 0. 14.  0.]
[14.  1.  9.]
[14.  2.  5.]
[4. 5. 0.]
[14.  0.  0.]
[14.  0.  0.]
[ 3.  0. 14.]
[0 4 0]
[0. 2. 0.]
[0. 3. 0.]
[ 0.  0. 14.]
[0. 4. 0.]
[0. 0. 0.]
[3. 0. 0.]
[0. 0. 0.]
[ 2.  0. 14.]
[ 7. 13.  0.]
[ 0. 14.  2.]
[0. 3. 0.]
[0. 4. 0.]
[ 2. 14.  4.]
