benchmark,init_prod_time_L,init_prod_time_H,prod_discount_L,prod_discount_H,weight_L,weight_H,due_time_L,due_time_H,maint_len_L,maint_len_H
80.13954496383667,101.79595685005188,89.89345526695251,127.54453134536743,82.84083318710327,66.07149386405945,83.74846911430359,95.13626503944397,127.92075800895691,88.98680210113525,95.91412401199341
77.35408902168274,197.80826902389526,86.29398584365845,73.36252403259277,83.11583805084229,84.55433392524719,87.63100218772888,89.36786699295044,82.87826490402222,88.4464499950409,83.29103112220764
136.06505703926086,87.07638788223267,74.75845193862915,78.89232087135315,84.78267979621887,87.41440987586975,76.82909369468689,96.2958619594574,119.84732413291931,74.81871628761292,80.12262725830078
77.24962997436523,90.48197078704834,77.60899925231934,75.89889121055603,80.2668342590332,81.6338849067688,73.84622478485107,126.23889899253845,85.82155871391296,85.88367199897766,136.8825740814209
91.84370994567871,82.2769091129303,77.60625791549683,94.97117733955383,91.93074107170105,70.56128096580505,79.50558495521545,94.77115607261658,135.28469800949097,86.27121782302856,87.79354596138
106.7667601108551,93.63819599151611,77.88854813575745,91.63589406013489,80.4575560092926,88.7142870426178,89.72687697410583,97.05259799957275,83.82997584342957,81.42023396492004,72.07504415512085
79.56393074989319,130.65703797340393,91.17957925796509,77.66999912261963,155.30725026130676,83.02348208427429,106.54483294487,94.33957505226135,106.4458692073822,79.62765693664551,68.77120900154114
96.2664532661438,87.12221884727478,83.3509840965271,74.49874997138977,91.78227591514587,77.97673201560974,122.94938111305237,101.4946448802948,89.12291097640991,94.20916032791138,87.85635113716125
79.45973873138428,103.70883297920227,80.38542199134827,92.0495240688324,74.89433026313782,90.80287504196167,142.7310757637024,88.82001996040344,79.11180186271667,73.64672708511353,121.20544672012329
88.94278979301453,85.29233503341675,165.45376586914062,85.6343560218811,70.32758402824402,97.28026485443115,147.83853101730347,92.87037086486816,87.87877607345581,87.22836494445801,88.17816519737244
86.28814888000488,80.96474003791809,87.20243096351624,88.66589403152466,69.87851428985596,111.87969422340393,118.54395008087158,97.31956601142883,124.08578824996948,105.00098896026611,137.78819823265076
65.58573412895203,98.82823085784912,78.60037207603455,83.26986503601074,91.92938327789307,93.67338585853577,87.17310690879822,91.41673183441162,76.74117994308472,87.07274866104126,86.40676403045654
78.348228931427,98.40243005752563,69.47906804084778,78.31684136390686,89.36154699325562,87.0313618183136,96.00479507446289,98.61442184448242,83.38432788848877,81.21274995803833,135.1624321937561
74.07413291931152,81.81540322303772,76.37659287452698,76.53541612625122,84.38427972793579,93.27253675460815,160.1162030696869,100.4341471195221,149.9675371646881,84.6183660030365,86.01463508605957
123.24671292304993,81.39092111587524,76.98768329620361,81.02844595909119,88.30422711372375,92.18375873565674,73.52920699119568,93.16627311706543,84.09233808517456,97.86600708961487,72.78212809562683
81.23466396331787,85.9911458492279,93.01062893867493,73.57057499885559,83.08188223838806,103.24799680709839,91.64887118339539,90.58619689941406,126.5378749370575,82.24593901634216,69.53184676170349
117.9996862411499,83.07336497306824,90.5363929271698,77.71698474884033,168.18517994880676,84.52542805671692,94.79065704345703,91.14866995811462,70.56442928314209,79.08769488334656,143.55990028381348
95.18352580070496,79.35428094863892,83.61437129974365,78.01412892341614,82.26238894462585,93.44963693618774,86.20568203926086,82.58141493797302,83.57831907272339,81.33568787574768,86.13328385353088
80.09087491035461,72.08549499511719,75.08521008491516,84.49458289146423,126.90272569656372,97.54285907745361,85.31214499473572,88.36340618133545,77.5356080532074,93.46522307395935,92.85654401779175
86.30462121963501,119.74800682067871,87.391037940979,165.44840788841248,92.00866103172302,87.49344301223755,151.68813705444336,85.25497031211853,70.3532190322876,94.61510181427002,81.57774496078491
133.21808910369873,121.6816771030426,75.03248476982117,145.84628295898438,80.92264699935913,94.22552800178528,85.25576424598694,139.3563859462738,118.66008591651917,102.31988501548767,90.640389919281
74.91040205955505,97.64124703407288,70.05981278419495,79.8195960521698,78.34961795806885,93.42184901237488,166.88895893096924,88.6862621307373,74.57147812843323,71.68597984313965,78.30458402633667
112.57516503334045,92.31142020225525,93.57955002784729,77.31156301498413,74.25659489631653,84.94362115859985,88.38111114501953,88.85216069221497,136.62498784065247,102.07570791244507,102.67602610588074
67.34887194633484,91.07057499885559,77.14361095428467,82.73393511772156,69.88078999519348,92.66150498390198,99.06388807296753,84.6953809261322,167.1541440486908,84.30415201187134,92.7105667591095
194.28161787986755,91.57400798797607,92.46831011772156,80.78524494171143,74.20589184761047,101.24211192131042,98.28775405883789,80.79019689559937,79.47311687469482,81.02875900268555,106.71568202972412
69.69722390174866,92.38853693008423,64.64415216445923,109.96857905387878,80.45164704322815,87.13975501060486,81.74159908294678,90.10558199882507,80.43289685249329,80.97026801109314,89.86725234985352
112.76134777069092,91.18759894371033,71.70867013931274,112.34492325782776,107.76551604270935,80.61426401138306,96.76427698135376,80.4732620716095,83.92274594306946,92.61888003349304,89.30559587478638
81.36235404014587,230.44389462471008,115.77746105194092,81.96211981773376,96.35352921485901,90.54244995117188,88.55813193321228,86.45040678977966,75.40273833274841,88.1113510131836,89.72483587265015
79.99823498725891,85.42947483062744,68.66690397262573,80.75454807281494,76.06094908714294,95.67997717857361,94.22948789596558,93.18171715736389,82.2061939239502,84.18563294410706,80.77241492271423
79.30562829971313,175.74497199058533,78.52094268798828,75.0809690952301,93.25993490219116,75.51232933998108,76.76230001449585,94.37750482559204,126.22661089897156,74.00469708442688,81.07914900779724
