benchmark,init_prod_time_L,init_prod_time_H,prod_discount_L,prod_discount_H,weight_L,weight_H,due_time_L,due_time_H,maint_len_L,maint_len_H
[0. 1. 0.],[6. 0. 0.],[2. 0. 0.],[ 0 50  0],[0. 5. 0.],[0. 0. 0.],[0. 0. 1.],[0. 0. 0.],[2 0 3],[0. 0. 0.],[0. 3. 0.]
[0. 0. 0.],[2 0 1],[0. 0. 0.],[0. 0. 0.],[ 0. 15.  0.],[4. 0. 0.],[0. 0. 0.],[0. 0. 2.],[0. 5. 0.],[0. 3. 0.],[0. 0. 0.]
[4 0 2],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[5. 0. 0.],[5. 0. 0.],[0. 0. 0.],[3. 0. 3.],[0. 5. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 6. 0.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[3 0 1],[0. 3. 0.],[0. 0. 0.],[0 6 1]
[5. 0. 0.],[5. 0. 0.],[0. 0. 0.],[6. 0. 0.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 6. 0.],[ 0 43  0],[0. 0. 0.],[0. 0. 0.]
[ 4 37  0],[5. 0. 0.],[0. 0. 1.],[4. 0. 0.],[0. 0. 4.],[6. 0. 0.],[0. 1. 0.],[7. 0. 0.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 0. 0.],[8. 4. 0.],[0. 0. 0.],[0. 0. 0.],[4 0 0],[5. 0. 0.],[7. 0. 0.],[3. 0. 0.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 0. 0.],[0. 0. 0.],[4. 3. 0.],[0. 0. 0.],[5. 0. 0.],[0. 0. 0.],[4. 0. 5.],[4. 0. 2.],[16. 13.  0.],[0. 7. 0.],[3. 0. 0.]
[0. 0. 0.],[7. 3. 0.],[0. 0. 0.],[5. 0. 0.],[0. 0. 0.],[0. 3. 0.],[3 0 2],[0. 3. 0.],[0. 0. 0.],[0. 0. 0.],[ 0  0 15]
[0. 3. 0.],[6. 0. 1.],[2 0 1],[ 3. 10.  0.],[0. 0. 0.],[0. 0. 0.],[0 1 0],[0. 2. 2.],[3. 0. 0.],[5. 0. 0.],[3. 0. 0.]
[3. 0. 2.],[0. 4. 0.],[3. 0. 0.],[0. 2. 0.],[0. 0. 0.],[18. 16.  0.],[0 1 3],[ 0. 14.  0.],[3 0 0],[0 4 0],[ 5 32  0]
[0. 0. 0.],[9 4 0],[3. 0. 0.],[0. 0. 0.],[5. 0. 0.],[5. 0. 0.],[0. 3. 2.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 1. 0.]
[0. 0. 0.],[6. 2. 0.],[0. 0. 0.],[0. 0. 0.],[0. 3. 0.],[6. 0. 0.],[5. 0. 0.],[3. 0. 1.],[3. 0. 0.],[0. 0. 0.],[ 6 19  0]
[0. 0. 0.],[6. 0. 0.],[0. 2. 0.],[0. 0. 0.],[0. 0. 0.],[17. 14.  0.],[ 4 31  0],[4. 0. 0.],[ 0 14  0],[0. 0. 0.],[0. 0. 0.]
[5. 0. 0.],[0. 1. 0.],[0. 3. 0.],[4. 7. 0.],[21. 17.  0.],[ 3. 13.  0.],[0. 3. 0.],[3. 0. 1.],[0. 0. 1.],[0. 3. 0.],[0. 0. 0.]
[0. 3. 0.],[7. 3. 0.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 3. 0.],[0. 3. 0.],[0. 4. 0.],[4 0 2],[0. 0. 0.],[0. 0. 0.]
[ 4 44  0],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[4 0 1],[0. 0. 0.],[4. 0. 0.],[0. 3. 0.],[0. 0. 0.],[0. 0. 0.],[0 0 0]
[7. 0. 0.],[0. 0. 0.],[0. 0. 1.],[0. 0. 0.],[6. 0. 0.],[0. 1. 0.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 1. 0.]
[0. 0. 0.],[5. 0. 0.],[0. 0. 0.],[6. 0. 0.],[ 0 15  6],[0. 0. 1.],[0. 0. 0.],[0. 0. 0.],[3. 0. 0.],[0. 3. 0.],[6. 0. 0.]
[0. 0. 0.],[3 0 1],[4. 0. 0.],[4 0 2],[5. 0. 0.],[5. 0. 0.],[0 7 0],[0. 0. 0.],[0. 0. 0.],[5. 0. 0.],[0. 0. 0.]
[6 0 0],[7. 3. 0.],[0. 0. 0.],[10  7  0],[4. 0. 0.],[0. 0. 2.],[0. 0. 0.],[0 0 6],[0 5 5],[0. 3. 0.],[0. 1. 1.]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 1.],[4 0 0],[0. 2. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[3 0 1],[5. 0. 0.],[0. 3. 0.],[0. 0. 0.],[0. 0. 1.],[0. 0. 0.],[5. 0. 0.],[0. 0. 0.],[0 8 0],[5. 0. 0.],[5. 0. 1.]
[0. 0. 0.],[0. 0. 0.],[4. 6. 0.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0.],[4. 0. 0.],[4. 0. 0.],[3 0 1],[0. 0. 0.],[0. 0. 0.]
[4 0 1],[8. 4. 0.],[4. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 3. 0.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[5. 8. 0.]
[0. 0. 0.],[0. 3. 0.],[0. 0. 0.],[4. 0. 1.],[0. 0. 1.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[4. 0. 0.]
[5. 0. 0.],[0. 5. 0.],[0. 0. 0.],[4. 0. 0.],[ 4 35  0],[0. 0. 0.],[ 4. 10.  0.],[0. 0. 0.],[0. 0. 0.],[ 6. 11.  0.],[0. 0. 0.]
[0. 0. 0.],[2 0 1],[2. 0. 0.],[0. 1. 0.],[0. 4. 0.],[6. 0. 0.],[0. 4. 0.],[7. 3. 0.],[0. 0. 0.],[5. 0. 2.],[0. 2. 0.]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 3. 0.],[6. 0. 0.],[0. 0. 0.],[14. 12.  0.],[0. 0. 0.],[0. 0. 1.]
[0. 0. 0.],[6 0 0],[0. 1. 1.],[0. 0. 0.],[5. 0. 0.],[0. 0. 0.],[0. 0. 1.],[6. 0. 0.],[ 3  0 13],[0. 0. 0.],[0. 0. 0.]
