due_time_L,due_time_H
"[[18324.663926782676, 9167.867093619636, 9039.162137010897, 8989.302789650572, 8935.12992379271, 8895.508380778449, 8860.11726369711, 8761.9016544875, 8729.250146316203, 8706.032201185206, 8664.582736777487, 8647.117974702143, 8637.593555489178, 8630.671422551648, 8628.579598856935, 8628.413620323588, 8628.579598856935, 12441.045595635354, 9448.264589247341, 9463.086712280478, 10178.919975756005, 9588.577013298049, 9435.371759808655, 10156.182928792963, 10142.080262972306, 10009.407340423582]]","[[895.1786454403059, 0.0, 0.0, 283.0547421849499, 0.0, 0.0, 43.33029557923084, 30.560790838300633, 0.0, 0.0, 162.63518345184326, 98.54407712136864]]"
"[[18747.23094177368, 9362.581541961206, 9122.15679224081, 9061.875380364554, 9004.02707672044, 8852.656388557012, 8820.203694098896, 8802.502097577937, 8785.315497011217, 8770.551923550629, 8758.20659841072, 8747.354803938137, 8744.224519009369, 8739.015266567456, 8737.21492079886, 8738.11421365645, 13981.40845991314, 9996.053745453442, 10462.970897007828, 10178.332462740584, 14011.707933044896, 10280.219802991474, 10683.490590897478, 13128.459656774523, 10539.912163704194]]","[[5671.331601621699, 183.96014360013, 0.0, 0.0, 1874.9691017686105, 145.71491174692233, 445.0356293885959, 145.6382246898024, 253.98069117160622, 692.4017303910479, 2187.9795147590507, 340.03707766695146, 1053.177019378659]]"
"[[13311.529969527957, 7444.247994584684, 7352.199756428679, 7288.1590427158135, 7264.499740655464, 7251.0839015835645, 7238.459509109888, 7230.866850923103, 7224.526934656503, 7219.806437251945, 7217.088180409883, 7214.542328576659, 7212.34012411282, 7211.063121677826, 7210.146482239136, 7210.606405723664, 8161.274126733108, 8261.10756606877, 7702.997576945641, 8374.036005222328, 7840.949951497518, 7855.76251431576, 7841.987748895006, 7617.949918387021, 11377.976935497043]]","[[4429.344946235001, 268.8241104543978, 137.1822632550208, 0.0, 0.0, 686.6748698625436, 1867.0759623406095, 881.3715694077739, 799.5366852733, 865.6572363529569, 1341.9635784074953, 2307.211413428768, 1476.7556451245173, 1055.408201740354]]"
"[[9619.190518774749, 7491.155167708457, 7274.412429724836, 7096.141026770436, 7019.868823896266, 6948.660756356212, 6893.04194063853, 6851.007934727159, 6788.204806511452, 6738.886939414698, 6711.059983455164, 6677.018936471836, 6669.376076786383, 6665.488089835736, 6664.2680094494235, 6657.407096905071, 6638.125769019796, 6633.051508159479, 6634.3474200791725, 9564.934834315034, 7917.712324806256, 7965.396129181726, 7638.986908551792, 7364.784464509836, 7773.8999859291325, 7549.553206168539, 8267.110403672354, 10182.071340020284]]","[[0.0, 0.0, 156.21376898251054, 0.0, 156.21376898251054, 167.948551078889, 328.5596530432241, 570.5402588323009, 91.31565032747754, 37.95254072519332, 91.88643884007881]]"
"[[9698.51457691136, 6261.917453663105, 6190.565591167914, 6129.124569572945, 6077.223207972291, 6033.3487427943555, 6018.525531146709, 6013.131343231255, 6012.646037862068, 6013.131343231255, 6910.809920524299, 7733.065827274452, 7264.725604757408, 7192.017824654371, 6618.396411283868, 7083.99057593363, 6896.445977118555, 7341.2183267541, 6548.883144547751]]","[[1553.94463515632, 0.0, 0.0, 336.08069258321495, 103.4121408689082, 198.50252747199247, 178.75278765797455, 65.32981031838612, 367.07157231278575, 502.96143749490096, 647.94822412519, 0.0]]"
"[[14281.567553822319, 9081.98341518009, 8800.643625399403, 8736.577669186512, 8663.432944151898, 8642.90323427163, 8622.516755553897, 8610.74252241914, 8603.802862206023, 8598.810250213133, 8603.802862206023, 9867.158926521543, 11982.441408258053, 10349.2873109195, 9760.39135648172, 9985.099899261699, 10528.937609294217, 10123.854487675339, 10411.082280842224, 10132.256870379382]]","[[754.4907556877672, 0.0, 0.0, 30.739682818220302, 0.0, 98.42167630202371, 66.43108993252636, 0.0, 82.21320294487965, 0.0, 0.0, 203.66794489295546]]"
"[[20920.581516348233, 12184.181420449264, 11890.614866707132, 11766.125043025299, 11702.949373778643, 11657.054965450227, 11622.528824009098, 11603.922849608789, 11579.443304229118, 11564.870760871037, 11522.813576129842, 11511.85624160034, 11506.249739653662, 11502.169135342581, 11500.955909776032, 11493.346912917494, 11491.510511855846, 11486.25094707393, 11488.614720597416, 12078.063253427597, 12325.277833402355, 12088.94131179545, 14268.53048087794, 11872.325546321894, 12096.316039552452, 14143.952836425995, 12648.06076668619, 12448.678688427193]]","[[1133.3915653022325, 0.0, 0.0, 162.1660219808689, 226.70862018092822, 696.3947171824509, 221.51568006654983, 492.54011048111596, 919.1432740055911, 1029.3211275659844, 2017.5896916712982, 284.31153140817776]]"
"[[19477.40621147536, 8388.924612939736, 8253.45051689434, 8146.340577140135, 8051.262076402242, 7996.6162968442595, 7942.639905376276, 7899.6061480316985, 7869.341493685066, 7843.215755521281, 7824.859909410088, 7817.832728710302, 7626.329013305881, 7588.710973841003, 7564.257954431426, 7548.242962170824, 7534.892434291772, 7529.262585884812, 7528.79739203702, 7529.262585884812, 12791.32803518979, 10351.595481370045, 10370.57033100992, 9867.253125806614, 10023.23574475911, 10159.601928910875, 9881.688868070683, 10060.012580254679, 9758.68540464192]]","[[685.4319347813115, 0.0, 0.0, 76.20849267822517, 171.5568004588403, 726.3311753265041, 54.39557683865338, 261.4545111236917, 124.9048156796927, 614.2609213549367, 132.51784499044592, 344.1332807823393]]"
"[[22140.04584127192, 7179.2266061884875, 6953.848884508273, 6845.54061145003, 6774.236700528219, 6710.166399208834, 6654.660837740108, 6605.785327661733, 6557.581779693446, 6523.198056288293, 6496.287119876188, 6472.166988817986, 6464.694122703131, 6462.118419327806, 6459.920396260712, 6449.929884826429, 6431.472545882296, 6407.9509317440625, 6410.763941271423, 8349.536788616233, 7819.501636840936, 8412.265485342274, 7449.210747162389, 7954.018203885107, 11096.678510008138, 7902.32204557128, 7486.523764765801, 7644.448606024439]]","[[2372.7687684262432, 0.0, 0.0, 15.927269257719022, 963.9337554645721, 737.6895787971896, 3226.2635714961248, 437.88913720149026, 297.2731030105173, 156.25721979372435, 0.0, 340.98620340908144]]"
"[[20085.825672450785, 11789.45031616195, 11610.436573908099, 11446.736202649068, 11365.574520593798, 11308.835022865907, 11261.561745246536, 11223.31947150886, 11196.025067220067, 11171.191582925083, 11120.476111808808, 11101.92649539721, 11091.643768794265, 11084.283952465237, 11066.617276491505, 11064.46159241361, 11050.422828625076, 11043.941340381702, 11042.537597909579, 11041.671404752602, 11041.493084005817, 11041.49013668945, 11041.493084005817, 16282.608886604614, 13138.409638488118, 12193.9115346006, 11350.117384831205, 11213.500851010678, 11559.219327090113, 11220.73565876786, 13203.455423673478, 11638.464881434362]]","[[569.2062691318196, 0.0, 0.0, 517.0661230587432, 844.7448402432196, 808.3141242106209, 1063.241487813838, 616.1339479385852, 856.8890736002649, 1594.926852774798, 1071.1720822079956, 796.7532340676809]]"
