due_time_L,due_time_H
"[[21628.027207233205, 12008.069170110728, 11655.779429502509, 11080.618571719187, 10887.070215482716, 10752.850779220755, 10683.595836618875, 10627.114414374268, 10594.20831845086, 10539.265328128258, 10507.757070522797, 10467.909645006603, 10453.87199322976, 10449.699837516688, 10447.137486492466, 10447.137486492466, 10447.137486492466, 10447.137486492466, 10447.137486492466, 10447.137486492466, 10447.137486492466, 10447.137486492466, 10447.137486492466, 10447.137486492466, 10447.137486492466]]","[[184.58887859783772, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[18652.68407856655, 11728.396505243054, 11574.62845834011, 11498.165641654889, 11427.955457819446, 11341.430212107678, 11303.611028987028, 11277.927179329621, 11255.766891107442, 11246.001823531253, 11239.829824658444, 11234.669987133173, 11230.244348821296, 11230.244348821296, 11230.244348821296, 11230.244348821296, 11230.244348821296, 11230.244348821296, 11230.244348821296, 11230.244348821296, 11230.244348821296, 11230.244348821296, 11230.244348821296]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[17659.51694919504, 8229.78190205528, 8073.114468356049, 7944.668340651764, 7828.619406308955, 7791.783983914029, 7761.6595337189265, 7740.847179868153, 7678.916090456054, 7658.27482683444, 7639.112674855183, 7626.330599778125, 7613.01982083051, 7601.1403877780285, 7585.465654342021, 7576.32718311476, 7576.32718311476, 7576.32718311476, 7576.32718311476, 7576.32718311476, 7576.32718311476, 7576.32718311476, 7576.32718311476, 7576.32718311476, 7576.32718311476, 7576.32718311476]]","[[3754.9532538452245, 888.8007405623603, 766.1707991470727, 656.2888914449323, 574.3055426690222, 496.1400277866063, 419.0846463852136, 360.32189829339853, 338.30835862593875, 322.19349370883816, 322.19349370883816, 322.19349370883816, 322.19349370883816, 322.19349370883816, 322.19349370883816, 322.19349370883816, 322.19349370883816, 322.19349370883816, 322.19349370883816, 322.19349370883816]]"
"[[20121.465776228986, 11507.059680533996, 11297.325858395307, 11173.990937655659, 11097.941279077371, 11066.42616087553, 11044.608375431544, 11022.893469450712, 11009.202929476596, 10986.74471500664, 10971.00649173454, 10959.03447738311, 10947.350008089328, 10939.740181966416, 10901.244617489792, 10780.503708382414, 10739.505431075115, 10733.564406926806, 10733.564406926806, 10733.564406926806, 10733.564406926806, 10733.564406926806, 10733.564406926806, 10733.564406926806, 10733.564406926806, 10733.564406926806, 10733.564406926806, 10733.564406926806]]","[[1611.3977055901012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[13007.811500426336, 6973.436057664452, 6858.572762896258, 6749.996015885061, 6643.3508884108, 6566.7236114535535, 6518.505579827147, 6480.402130062591, 6412.094766442574, 6390.872118335101, 6378.321989215591, 6359.924360794913, 6344.089354852798, 6333.155665554315, 6320.940785485575, 6312.3497921643875, 6311.530608944632, 6311.530608944632, 6311.530608944632, 6311.530608944632, 6311.530608944632, 6311.530608944632, 6311.530608944632, 6311.530608944632, 6311.530608944632, 6311.530608944632, 6311.530608944632]]","[[7.019272805502258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[15162.592417144111, 6897.425507267571, 6862.727549884372, 6818.031051911228, 6718.887553174706, 6668.613914455199, 6610.942838952043, 6574.868863578676, 6548.275277771032, 6517.89978562144, 6488.181667903615, 6474.941812943804, 6468.814938547826, 6429.940090469939, 6369.847430459182, 6332.334880726057, 6306.844723624945, 6301.626089012785, 6293.202286353004, 6291.700498376646, 6288.774054393363, 6288.774054393363, 6288.774054393363, 6288.774054393363, 6288.774054393363, 6288.774054393363, 6288.774054393363, 6288.774054393363, 6288.774054393363, 6288.774054393363, 6288.774054393363]]","[[198.66391321125798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[23707.971100955878, 11256.406343312718, 11014.324990934583, 10942.704151104454, 10883.04971976495, 10860.501338301596, 10848.117060095996, 10840.646642608319, 10833.92555766669, 10830.465673789085, 10827.979493680295, 10827.237461283994, 10826.772571389853, 10826.772571389853, 10826.772571389853, 10826.772571389853, 10826.772571389853, 10826.772571389853, 10826.772571389853, 10826.772571389853, 10826.772571389853, 10826.772571389853, 10826.772571389853]]","[[4157.694506346414, 455.679295602128, 367.7005562020252, 291.57810371639863, 277.16956879790985, 262.6544259251149, 206.79727525989793, 185.375481110518, 157.83040222241522, 148.2045668058853, 148.2045668058853, 148.2045668058853, 148.2045668058853, 148.2045668058853, 148.2045668058853, 148.2045668058853, 148.2045668058853, 148.2045668058853, 148.2045668058853, 148.2045668058853]]"
"[[18523.927125643557, 8065.206765984354, 7933.654438823869, 7719.082651997833, 7653.250395443696, 7615.263995116127, 7591.5917236155055, 7570.095595541627, 7560.9912266126485, 7547.644454648566, 7543.601785815245, 7543.601785815245, 7543.601785815245, 7543.601785815245, 7543.601785815245, 7543.601785815245, 7518.059656720941, 7416.838189428547, 7337.010950754455, 7282.993103352501, 7228.742348768186, 7190.46741859047, 7165.2528877194745, 7154.068113821745, 7148.033717625907, 7133.359919622392, 7129.086404499658, 7126.839988771311, 7126.839988771311, 7126.839988771311, 7126.839988771311, 7126.839988771311, 7126.839988771311, 7126.839988771311, 7126.839988771311, 7126.839988771311, 7126.839988771311, 7126.839988771311]]","[[3183.1609959819807, 79.75662346818437, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[24492.234824859046, 14656.674290025167, 14587.569273786665, 14532.395842052467, 14417.125555187287, 14359.500457011478, 14321.73348869791, 14296.625823184393, 14273.858808135663, 14257.55903056029, 14244.787847626398, 14235.6039920727, 14231.243793679505, 14226.94315186164, 14222.969062669896, 14221.12878480781, 14220.184948985825, 14220.184948985825, 14220.184948985825, 13132.566339840361, 13023.838732290345, 12932.587625267688, 12804.611775286421, 12754.14037161882, 12709.814771494785, 12677.368789045828, 12670.918612671827, 12665.513263506677, 12664.32189805794, 12664.32189805794, 12664.32189805794, 12664.32189805794, 12664.32189805794, 12664.32189805794, 12664.32189805794, 12664.32189805794, 12664.32189805794, 12664.32189805794, 12664.32189805794]]","[[1583.4237306439368, 105.2599717901483, 105.2599717901483, 105.2599717901483, 105.2599717901483, 105.2599717901483, 105.2599717901483, 74.01178434073815, 74.01178434073815, 74.01178434073815, 74.01178434073815, 74.01178434073815, 74.01178434073815, 74.01178434073815, 74.01178434073815, 74.01178434073815, 74.01178434073815, 74.01178434073815]]"
"[[17077.086814167087, 6943.83193963645, 6722.5972677308, 6652.531590237613, 6614.733081610096, 6584.0441658604195, 6554.960881606436, 6538.155491574614, 6522.058446339884, 6500.487500551713, 6480.469274184807, 6462.169920293339, 6450.952930785527, 6443.334650507996, 6431.794376249586, 6429.787500930267, 6426.111019857335, 6426.111019857335, 6426.111019857335, 6426.111019857335, 6426.111019857335, 6426.111019857335, 6426.111019857335, 6426.111019857335, 6426.111019857335, 6426.111019857335, 6426.111019857335]]","[[2075.2743863599358, 80.24916882208768, 45.496813488836736, 10.927135674708016, 4.519834139172847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[18324.663926782676, 9167.867093619636, 9039.162137010897, 8989.302789650572, 8935.12992379271, 8895.508380778449, 8860.11726369711, 8761.9016544875, 8729.250146316203, 8706.032201185206, 8664.582736777487, 8647.117974702143, 8637.593555489178, 8630.671422551648, 8628.579598856935, 8628.413620323588, 8628.413620323588, 8628.413620323588, 8628.413620323588, 8628.413620323588, 8628.413620323588, 8628.413620323588, 8628.413620323588, 8628.413620323588, 8628.413620323588, 8628.413620323588]]","[[895.1786454403059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[18747.23094177368, 9362.581541961206, 9122.15679224081, 9061.875380364554, 9004.02707672044, 8852.656388557012, 8820.203694098896, 8802.502097577937, 8785.315497011217, 8770.551923550629, 8758.20659841072, 8747.354803938137, 8744.224519009369, 8739.015266567456, 8737.21492079886, 8737.21492079886, 8737.21492079886, 8737.21492079886, 8737.21492079886, 8737.21492079886, 8737.21492079886, 8737.21492079886, 8737.21492079886, 8737.21492079886, 8737.21492079886]]","[[5671.331601621699, 183.96014360013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[13311.529969527957, 7444.247994584684, 7352.199756428679, 7288.1590427158135, 7264.499740655464, 7251.0839015835645, 7238.459509109888, 7230.866850923103, 7224.526934656503, 7219.806437251945, 7217.088180409883, 7214.542328576659, 7212.34012411282, 7211.063121677826, 7210.146482239136, 7210.146482239136, 7210.146482239136, 7210.146482239136, 7210.146482239136, 7210.146482239136, 7210.146482239136, 7210.146482239136, 7210.146482239136, 7210.146482239136, 7210.146482239136]]","[[4429.344946235001, 268.8241104543978, 137.1822632550208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[9619.190518774749, 7491.155167708457, 7274.412429724836, 7096.141026770436, 7019.868823896266, 6948.660756356212, 6893.04194063853, 6851.007934727159, 6788.204806511452, 6738.886939414698, 6711.059983455164, 6677.018936471836, 6669.376076786383, 6665.488089835736, 6664.2680094494235, 6657.407096905071, 6638.125769019796, 6633.051508159479, 6633.051508159479, 6633.051508159479, 6633.051508159479, 6633.051508159479, 6633.051508159479, 6633.051508159479, 6633.051508159479, 6633.051508159479, 6633.051508159479, 6633.051508159479]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[9698.51457691136, 6261.917453663105, 6190.565591167914, 6129.124569572945, 6077.223207972291, 6033.3487427943555, 6018.525531146709, 6013.131343231255, 6012.646037862068, 6012.646037862068, 6012.646037862068, 6012.646037862068, 6012.646037862068, 6012.646037862068, 6012.646037862068, 6012.646037862068, 6012.646037862068, 6012.646037862068, 6012.646037862068]]","[[1553.94463515632, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[14281.567553822319, 9081.98341518009, 8800.643625399403, 8736.577669186512, 8663.432944151898, 8642.90323427163, 8622.516755553897, 8610.74252241914, 8603.802862206023, 8598.810250213133, 8598.810250213133, 8598.810250213133, 8598.810250213133, 8598.810250213133, 8598.810250213133, 8598.810250213133, 8598.810250213133, 8598.810250213133, 8598.810250213133, 8598.810250213133]]","[[754.4907556877672, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[20920.581516348233, 12184.181420449264, 11890.614866707132, 11766.125043025299, 11702.949373778643, 11657.054965450227, 11622.528824009098, 11603.922849608789, 11579.443304229118, 11564.870760871037, 11522.813576129842, 11511.85624160034, 11506.249739653662, 11502.169135342581, 11500.955909776032, 11493.346912917494, 11491.510511855846, 11486.25094707393, 11486.25094707393, 11486.25094707393, 11486.25094707393, 11486.25094707393, 11486.25094707393, 11486.25094707393, 11486.25094707393, 11486.25094707393, 11486.25094707393, 11486.25094707393]]","[[1133.3915653022325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[19477.40621147536, 8388.924612939736, 8253.45051689434, 8146.340577140135, 8051.262076402242, 7996.6162968442595, 7942.639905376276, 7899.6061480316985, 7869.341493685066, 7843.215755521281, 7824.859909410088, 7817.832728710302, 7626.329013305881, 7588.710973841003, 7564.257954431426, 7548.242962170824, 7534.892434291772, 7529.262585884812, 7528.79739203702, 7528.79739203702, 7528.79739203702, 7528.79739203702, 7528.79739203702, 7528.79739203702, 7528.79739203702, 7528.79739203702, 7528.79739203702, 7528.79739203702, 7528.79739203702]]","[[685.4319347813115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[22140.04584127192, 7179.2266061884875, 6953.848884508273, 6845.54061145003, 6774.236700528219, 6710.166399208834, 6654.660837740108, 6605.785327661733, 6557.581779693446, 6523.198056288293, 6496.287119876188, 6472.166988817986, 6464.694122703131, 6462.118419327806, 6459.920396260712, 6449.929884826429, 6431.472545882296, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625, 6407.9509317440625]]","[[2372.7687684262432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[20085.825672450785, 11789.45031616195, 11610.436573908099, 11446.736202649068, 11365.574520593798, 11308.835022865907, 11261.561745246536, 11223.31947150886, 11196.025067220067, 11171.191582925083, 11120.476111808808, 11101.92649539721, 11091.643768794265, 11084.283952465237, 11066.617276491505, 11064.46159241361, 11050.422828625076, 11043.941340381702, 11042.537597909579, 11041.671404752602, 11041.493084005817, 11041.49013668945, 11041.49013668945, 11041.49013668945, 11041.49013668945, 11041.49013668945, 11041.49013668945, 11041.49013668945, 11041.49013668945, 11041.49013668945, 11041.49013668945, 11041.49013668945]]","[[569.2062691318196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
