init_prod_time_L,init_prod_time_H
0.4371457099914551,0.25369691848754883
0.3091409206390381,0.405078649520874
0.31525301933288574,0.2816488742828369
0.3917961120605469,0.33395886421203613
0.334186315536499,0.40117573738098145
0.43093419075012207,0.2620522975921631
0.24077105522155762,0.2740497589111328
0.40250611305236816,0.23508930206298828
0.3004720211029053,0.36135101318359375
0.40934205055236816,0.4391920566558838
0.3723893165588379,0.26951074600219727
0.3040657043457031,0.41977715492248535
0.4012761116027832,0.3681352138519287
0.3704519271850586,0.3371577262878418
0.3235311508178711,0.39229893684387207
0.3467540740966797,0.2690920829772949
0.31451916694641113,0.39428091049194336
0.36312031745910645,0.3103609085083008
0.25774431228637695,0.4028799533843994
0.3460538387298584,0.39789295196533203
0.28551793098449707,0.2239847183227539
0.31363487243652344,0.2271888256072998
0.337252140045166,0.2998020648956299
0.3194139003753662,0.37837886810302734
0.4210989475250244,0.32197093963623047
0.3273301124572754,0.3234870433807373
0.41438913345336914,0.44307398796081543
0.8975930213928223,0.35468411445617676
0.3524589538574219,0.26412487030029297
0.38241100311279297,0.5368719100952148
