benchmark
56026.374546125546
108633.20823913268
78044.53125756298
93247.59347069157
98981.64779725419
29967.576455104903
69685.87964489126
52370.74844418296
59433.06252399682
42407.325432973856
89708.14636260262
29551.166902879755
114365.84078074363
52735.664909545594
84119.10315997558
29901.981978954776
59443.02892745644
22067.172345910945
64265.7686960332
90278.74237804624
104699.73917591182
65523.24775933092
95367.1922848859
123011.2176886617
125620.12750998454
112119.60755888575
21172.85040416263
39891.400696582736
113549.18523803244
22925.65929177617
