benchmark
"[ 99  23  89  69  43  59  30  97  98   5  61  87  13  68  67  77  78  24
  91  56  66  95  12  42  34  83  93  55  79  15  22  60  57   2  44   3
  62  53  11  48  64  74  80  58  10  19  31  75  45  18  25  84  14  17
  38  36  90  27  70  16  88  32  29   8  28  37  92  49  54  41  76  46
   6  94  20  50  81  26   9  39   4  82   7  85  33  35   1  63  71  65
  72  47  52  51  86  40 100  96  21  73]"
"[ 60  34  93  95  77  99  20  30  75  31  56  63  57  72   3  96  17  83
  73  27  43  97  58  40  49  29  87  65  92   1  76  78   8   9  54  16
  42  39  51  67  15  10  37  85  18   6  98  84  25  33  55  44  14  36
  86  59  94   4  68  26  82  46 100  48  79  53  35  11  41  19  24  52
  89  22  21   5  47  12  38  90  32  61  50  81  71  69  64  23  45  91
  88  74  62  28   7  80   2  66  13  70]"
"[ 19  47  43  80  13  66  29  54  35  38  12  70  17   1  59  96  30  42
  72  41  55   6  87  32  81  92  62  53  51  34  39  58  78  37  15  71
 100  82  26  95  45  22  88  11   3  52  44   2  77  61  40  48  10  69
  68  98  73  21  18  83  27  64  23   8  79   7  31   4  57  86  74  84
  89  14  33  94  16  20  28  76   5  56  24  93  75  60  85  90  99  65
   9  25  50  49  63  36  46  67  91  97]"
"[ 86  88  30  52  15  33  79  81  10  34   7  71  49  66  98  36  35  92
  64  19  24  46  47  43  91  57  51  21  22  58  37  56  72  93  13  61
  97  20  94  62  12 100  38  27  77  53  48  26   1  69  16  25  31  67
  76  29  78  32  11  14  54  63  83   5  23   4   2   9  65  17  84  85
  82  40  55  89  73  28  74  68   6  99  60  44  39   3  95  59  41  87
  90   8  75  45  18  50  80  42  96  70]"
"[ 48  76   9  64  47  94  26  70  93  23   8  97  10  75  39  81  40 100
  62  20  31  79  59  84  28  96  36  91  37   2  99  13  51  52  77  82
  98   4  72  78  56  29  63  27  85  46   6  44  32  45  30  57  38  22
  73  21  58  50   5  42  88  41  25  24  19  95  18  15  11  53   1  17
   3  67  55  33  12  87  35  61  54  74  65  43  92  80  60  14  69  71
  66  49  83  90  16   7  34  86  68  89]"
"[ 45   3  67  25  86  33  23  53  96  46  51  30  97  24  80  58  37  63
  62  83  74  47  64  95  72  84  27  89  99  93  61  94  60  31  44  17
  91  13  16  92  87  73  79  10   6  28  81   1  75  66  43  22  49   8
  35  98  88   4  29  38  42  40  57  82  69  20  32  15  90   2  48  36
  77  78  18  39  11  56  54 100  12  68  21  85  59  41  14  34  26  71
  76   9  55  19   7  65  50   5  52  70]"
"[ 66  60  65  95  20  96  32  12   4   2  93  36  73   5  83  24  97  23
  92  43  28  75  85  46  89  35  91  76  13  41  15  49  42  71  31   9
  86  74  63   8  59  53 100   6  33  17  25  37  61  94   1  88  19  56
  26  34  79  30  27  52  21  45  50  38  72  11  87  99  58  57  51  29
  48   7  84  69  80  44  98  47  62   3  70  78  22  67  10  16  14  40
  68  90  18  81  55  39  77  82  64  54]"
"[ 89  58  33   7  41  68  29  14  51   6   5  35  98  15  56  79  12  36
  16  95  30  77  65  74  64  45  22   3  85  47  94  90  39  19  10  73
  38  59  57   2  37  80   9   8   4  86   1  88  44  23  97  34  17  67
  32  55  43  31  40  24  99  63  42  84  28  26  69  60  92  27  82  75
  21  78  66 100  48  71  50  96  83  87  46  54  62  11  49  76  70  61
  81  52  53  13  91  18  72  25  93  20]"
"[ 73  82  92  20  11  63  69  81  89  50  16  78  25   1  19  72  48  76
  66  46   3  80  94  33  55  68  65  13  37  58  74  91  60  96  31  77
   5  34   2  67  10  26  70  14  87  97   8  32  28  93  12  90  99  35
  79  39  24  44  75  95  57  49  61  98  83  64  88  41   4   7  17  36
  47  53  51  71  22  85  45  54 100   9  42  27  40  23  86  29   6  56
  15  59  52  18  84  38  21  30  62  43]"
"[ 96  54  28  47  78  23  46  22  32  85  70  15  59   3  79  68  53  74
  97  37  91  84  40  92  16   4  35  62  69  99  48  77  64   8  11  44
  90  87  33  14  73  61  60  58  10   6   5  18  27  88  20  65  63  71
  41  83  75  49  45  34  24  57  82  93  38  55  94   7  13  17  29  72
  42  19  98  52  30  95  66  80  81  36  21  86  26   1  43  51  50  67
  56   2   9  89  39  25  31  12  76 100]"
"[  1  57  95  84  22  87  20  72  94  91  56  44   2  32  21  49  61  86
  78  26 100  28   5  93  68  14  47  71  16  76  62  83  42  38  65   7
  39  59  89  88   9  10  97  41  70  60  55  15  80  17  12  45  29  79
  37  77  54  75  98  51   4  34  66  46  82  25  23  18  81  35  43   8
  11  67  52  53  50  58  92  33  13  74  64  85  63  19  40   3  24  36
  69  99  96  31  48   6  27  73  90  30]"
"[ 70  97  57  87   6  40  19   2  39  85  64  42  54  21  62  56  41  31
  53 100  10  23  76  38  37  30  72  61  59  46   1  92  68  17  94  79
  77  89  90  66  99  98  93  24  49  78   4  27  45  12  16  69  67  36
  48   5  35  28  14  86  84  29  91  13  74  52  34  18  15   9  71  55
  81  43  20  26   7  60  83  11  58  95  82  80  50  32  22  25  44  73
  96  51  88  33   3  75  65   8  47  63]"
"[ 20  19  13  99  81  94   2  18   6  71  55  65  63  58  14  97  30  42
  90  92  64  24  39  37   8  75   4  22  67  91  50  98  36  70  74  46
   7  57  34  88  47  78  85  87  61  68   3  53  72  56  52  77  93  28
  51  62  35  44  11  32   5  25  95  84  38  69  26  66  60  31  79  59
  43  54 100  83  96  76  27  89  86  15  12  45  48  33  82  23   1  29
   9  73  80  40  17  21  16  10  49  41]"
"[ 74  92  87  88  48  46  45  81  55   1  36  32  61  28  41  60  78  37
  66  99  16  40  17  70  77  25  91  69  13  38  29  86  27  62  51  22
   5  85  15  24  19  31  47  64  83  23  98  26  49  10  97  18   2  53
  72  68   3  54  80  35  56  12  58   9  59  34  82  20  21   4  43  75
   8  79   6  90  84  71  33  89  95  44  57  52  96  50  30  63  39  65
  76  67  93   7  42  73  11 100  14  94]"
"[ 10  75  78  97  21  99  90  39   1  47  20  46  55   5  68  24  74  37
  23  15  31  41  87  60  13  44  53  12  52  59  19  27  98  89  65  62
  81  88  18   9  49   8  35  93  14  51  36   6  67  57  26  50   2  91
  58   4  96  17  29  79  22  83  72  45  40  34  82  33  28  71  32  77
  43  30  25  48  16  94  70  66  86  63  84  54  85  38  95   7  69  92
   3  42 100  64  73  76  80  11  61  56]"
"[ 33  74  81  99   3  45  18  55  42  94  85  43  91   6  12  83  54  47
  78  30  39  93  69  27  58  32  13  80   2  73  31  82  75  68  22  41
  17  96   8  34  46  44   7  89  53  56  37   5  11  71  15  48  59  20
  36  10  65  28  98  35  92  63  49  57  67  97  90  77  64  14  38  61
  19 100  21  84  40   1  95  60  87  72   4  52   9  50  16  88  62  26
  25  23  76  24  70  79  51  86  66  29]"
"[ 40  43  30  39  37  88  18  76   7  94  57  11  73  62  52  82  72  95
  27  69  28  54  96  74  56  15  92  44  55  70  31   6  91  42  59   5
  93  10  49  25  78  36   3  46  68  75  16  26  21  38  83  89  64  23
  47  85  35  65  24  51  32  61  81  60  13  45  48   8  67  12   2   1
  34  50   9  22   4  19  90  63 100  97  86  80  84  20  99  66  87  14
  53  29  98  33  77  58  71  79  41  17]"
"[ 95  87   4  62  98  46  99  65  91  42  12  13  10  37  17  57  94  15
  78  11  34  72  45  30  28  67  20   2  40   9   1  88  18  89   7  96
  47  43  81  29  48  59  21  76  44  25   5  83  58  84  49  69  80  36
  38  50  70  33  60  39  31  86  32  24  22  63  92  41  66  61  54   6
  79  64  85  51  97  68  75  16  27  56  55   8   3  73 100  53  71  14
  52  90  19  35  82  77  26  74  93  23]"
"[ 80  17  74  56  47   6  35  26  39  85  19  86  46  49  29  71   1  89
   4  97  13  14  36  43  88  98   2 100  34  42  50  12  92  95  76  55
  24  37  38  53  69  75   5  57  44  91  99  68  31  65  59  32  18  62
  64  83  90  48  66  77  79  10   9  40  21  81  45  58  33   3  72  16
  15  22  70  84  93  61  60  94  67  27  51  41   8  52  96   7  11  54
  30  78  87  20  82  23  63  28  25  73]"
"[ 26  52  74  97  37  32  75  64  90  11   2  60  41  94  96  48  99  42
  72  18  66  50  68  49  46  51  67  57  98  19  14   5  22 100  16  78
  39  40  87  92  79  88  20  80  15  53   4  10  77  25  55  28  71  44
  30  38  81  29  58  84  93  63  56  34   8  59  27  36  17   3  95  47
  35  89  70  43   6  23  86  54  91  65  73  12   1  83  45  31  24  13
  76  82  61  69   9  21  85  62   7  33]"
"[ 45  14  79  21  50  31  98  66  58  24  96  73   2  28  15  52  19  82
  63  22  56  32   4  33   9  91  77  13  37  86  60   7   1  29  95  92
  62  69  26  30  38  87  20  48  34  25  27  90  94  44  49   3  71  55
  81 100  68  75  54  41  80  57  61  17  47  99  83  12   6  43  16  72
  85  35   5  97  23  40  65  53  64  39  78  10  70  11  51  46  59  42
  67  84  36  89  93  18   8  74  76  88]"
"[ 98  23  75   3  92  41  28   8  15 100  14  58  76   6  69  55  63  18
  31  83  77  71  87  78  26  47  30  85  59  96  11   7  40  17  93  24
   4  72  86  94  56  74  45   2  80  25  33  37  52  49  70  82  68  88
  97  35  48  54  79  34  19  91  27  38  12  57  81  66  51  89  53  64
  10  46  95  16  50  42   9  43   1  99  67  84  44  62  39  32  13  20
   5  61  90  60  22  36  65  29  21  73]"
"[ 70  55  11  43  29  71  12  56  67  45  37  21  66  51  61  69  18  40
  24  22  44  82  42  46   1  23  86  13  50  80  79   5  63  89  38  95
  34  57  58   8  75  26  41  65   7  88  91  28 100  10  97  36  81  20
  60  47  54   3  35  19  84  32  25   2   4  77  53  49  64  52  87  33
  17  96  98  74  31  90  27  76  83  78  72  39   6  93   9  68  30  73
  16  14  99  94  85  15  59  92  48  62]"
"[ 65  72  57   8  76   3  16  61  56  15  40  53  93  32  82  81  51  69
  87  30  48  77  45  22  20  89  97  25  54  78  43  12  98  62  41  55
   1  29  13  26  60  38  46  28  11  94  73  58  66  68  96  52  74   7
  90  10  18  63  95  21  47  14  42  91  23  44  88  31 100  19  59  85
  17  75  49   6   4  64  37  83  86  71  27  84  80  39  79   2  70   9
  35  99  92  36   5  33  34  67  50  24]"
