maint_len_H
1.7835290431976318
1.7924327850341797
2.093308925628662
1.6575298309326172
1.5884580612182617
1.9311721324920654
2.3195321559906006
2.236570119857788
2.424926996231079
2.0701911449432373
1.555102825164795
1.4916248321533203
2.1611649990081787
1.7812409400939941
2.05391788482666
1.610630989074707
1.7449872493743896
-1.0
1.8974590301513672
2.0775578022003174
1.25215482711792
1.927475929260254
1.6718950271606445
1.7174921035766602
1.3804731369018555
2.3590641021728516
1.430142879486084
1.652224063873291
1.9894630908966064
1.3477051258087158
