benchmark,init_prod_time_L,init_prod_time_H,prod_discount_L,prod_discount_H,weight_L,weight_H,due_time_L,due_time_H,maint_len_L,maint_len_H
[5. 0. 4. 0. 0.],[18. 19. 19. 19.  1.],[6. 0. 5. 0. 0.],[11.  8.  8.  2.  0.],[ 6.  0. 11.  0.  0.],[ 0. 19.  0.  0.  6.],[0. 8. 8. 0. 0.],[ 5.  0. 19. 19.  0.],[ 6.  1. 19.  1.  4.],[8. 0. 3. 2. 0.],[ 0. 10.  0.  6.  0.]
[ 8. 19.  0.  2.  0.],[19.  0.  0.  0.  0.],[4. 0. 0. 0. 0.],[19.  3.  0.  3.  0.],[9. 4. 4. 4. 0.],[ 8. 12.  0.  0.  0.],[ 6. 11.  0.  0. 14.],[19.  0. 19.  0. 19.],[5. 0. 0. 0. 0.],[4. 0. 0. 2. 2.],[0. 0. 5. 0. 0.]
[ 6. 13.  0.  0.  0.],[18. 18.  5.  0.  0.],[0. 0. 0. 0. 0.],[ 6.  6.  0. 19.  0.],[10.  8. 19. 17.  0.],[ 0. 19.  0.  0.  3.],[ 0.  0. 19. 19.  0.],[ 0. 19. 19.  0.  0.],[1. 0. 2. 2. 2.],[ 0.  6. 19.  0.  0.],[6. 0. 0. 0. 0.]
[0. 0. 0. 8. 0.],[18. 18.  0.  0.  0.],[1. 0. 4. 0. 0.],[ 0.  6. 14.  0.  0.],[ 0.  0.  4. 19.  0.],[0. 0. 4. 5. 0.],[ 5. 11.  0. 19.  0.],[ 0.  0. 19.  0.  0.],[4. 4. 0. 0. 2.],[ 2.  0. 10.  4.  0.],[3. 0. 0. 2. 2.]
[6. 0. 0. 3. 0.],[ 0. 19. 19. 19.  0.],[5. 0. 0. 0. 0.],[0. 6. 0. 0. 0.],[ 8.  0. 19.  0.  0.],[ 0. 19.  0. 16.  0.],[ 0.  6.  0. 19.  0.],[ 0.  6. 14.  0.  0.],[5. 0. 0. 0. 0.],[ 0. 19.  0.  0.  0.],[ 6.  0. 19.  0.  0.]
[0. 0. 0. 0. 0.],[19. 19.  0. 19.  0.],[6. 0. 0. 0. 0.],[ 6.  0. 15.  0.  0.],[19.  0.  0.  0.  0.],[ 6. 10.  0.  0.  0.],[6. 6. 0. 2. 5.],[ 7.  8. 19.  0.  0.],[5. 0. 0. 0. 0.],[0. 6. 1. 4. 4.],[ 0.  0. 18.  0.  0.]
[ 0.  3. 18.  0.  0.],[19.  0. 19. 19.  0.],[ 2. 14.  0.  0.  0.],[9. 0. 0. 0. 0.],[0. 3. 0. 3. 0.],[ 5. 10.  0.  0.  0.],[ 6. 19.  0.  4.  0.],[ 0. 18.  0. 18.  0.],[ 6. 17.  3. 17.  0.],[ 6. 15.  0.  0.  0.],[ 3. 12.  0. 17.  0.]
[ 5.  0. 19.  7.  0.],[17. 17. 19.  7.  0.],[5. 5. 0. 0. 6.],[ 0.  0. 19.  0.  0.],[ 0. 15. 19.  0.  0.],[6. 0. 6. 0. 0.],[ 6.  0. 18.  0.  0.],[6. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[ 5. 11.  5.  0.  0.],[ 0.  9. 19. 19.  0.]
[0. 0. 5. 0. 0.],[13. 19. 19.  0.  0.],[5. 0. 4. 2. 0.],[0. 0. 0. 2. 0.],[19. 19.  0.  0.  7.],[ 6.  0. 19. 19.  0.],[ 0. 17.  0.  1.  1.],[ 6. 10. 19.  0.  0.],[0. 0. 0. 0. 0.],[0. 5. 0. 0. 0.],[4. 0. 4. 0. 3.]
[7. 0. 0. 0. 0.],[19. 19. 19. 19.  0.],[ 4.  0.  0. 19.  0.],[ 6.  0. 19.  0.  0.],[18.  4.  2.  0.  3.],[ 6.  0. 19.  0.  0.],[4. 6. 0. 5. 0.],[6. 0. 0. 0. 0.],[0. 0. 5. 0. 0.],[5. 0. 8. 0. 0.],[ 0. 18. 18.  0.  0.]
