benchmark
  70  64  11  74  37  50  81  17  72  69  87  48  90  24  13  21  54  94
  15  20   8 100  45  49  14  61  46  78  85   3  67   7  35  60  97  52
  34  65   9  16  53  62  42  57  66  27  98  77  28  92   4  80  55  93
  33  18  36  59  25  83  79  26  38  47]"
"[ 20  96  91  19  58  53  28  73  32  49  12  59  72  92  74   2   3  95
  94   1  43  27  30  75  54  99  85  34  84  24  87  60  31  78  23  37
 100  69  48  70  52  16  40  64  38  14  25  10  90  71   6  61  65  97
  51  89  67  81  57  33  29  22  62  42  35  15  66  47  41   7  83  44
  39  77  86  68  21  79   8  55  13  45  82  56  50  46   9  93  11  26
  18  80  98   4  88   5  17  76  36  63]"
"[ 63  22  86  28  65  82  61  13  50  35  79  73  39  40  56 100  64   3
  11   9  98  74   4  77  93  14  30  80  94  43  45  90  12  46  51   6
   5  91  24   7  69  84  10  42  47  57  16  67  44  20  41  21  38  68
  25  72  31  95  37  81  32  49  89  62  88  97  23  75  83  34  18  85
  29  19  55   1  33  17  15  66  87  53  96   2  99  58  36  71  48  70
  60  92  52  26  54   8  78  27  76  59]"
"[ 93  94  15  26  19  56  14  89  23  65  11  12  33  60   8   1  81  35
  50  38  76  22  20  61  45  28  90  27  73  21  32   5  10  98  59  99
  37  51  47  54  91  80   3  13  66  40  82 100  30  42  87  86  96  18
  46  83   6  39  92  36  72  88  75  16   9  70  85  17  55  68  84  48
  52   7  31   4  53   2  34  95  64  62  78  58  74  44  77  25  29  71
  69  67  24  97  43  79  57  41  63  49]"
"[ 21  42  71  92  62  67   9  17  85  93  87  37  19   5  35  13  11  76
  95  43  24  46  70  60  22  28  49  47  51  82  45  39  63   1  56   4
  55  38  73  75  74  59   2  52  65  90  79  64  86   8  54  80  36  66
  61  20  91  50  40  41  25  81  32  57  88  48  16  31  69   6  72  26
   3  44  12  96 100  98  29  34  33  77  97   7  15  68  27  14  94  84
  78  83  30  23  89  53  10  18  99  58]"
