benchmark
3233.7530360221863
3007.8456737995148
1957.9251968860626
1741.010505914688
2057.0920901298523
2238.6022419929504
1844.129614830017
2931.582804918289
1863.3746390342712
2189.960406064987
2135.815686941147
2985.119132757187
2095.60329580307
3436.5192589759827
1909.201003074646
2578.7860407829285
2038.8257009983063
2699.521232843399
1948.771255016327
1918.2657520771027
3542.834287881851
1793.1674628257751
1855.6330606937408
2161.041489839554
2253.7845911979675
3317.6213171482086
2544.0882499217987
2032.350028038025
2804.86710190773
8066.870876073837
